"EventGroup","ImpactType","value","geography","table"
"Park","Induced",36844.6566255483,"Gallatin County, MT (2024)","Employee Compensation"
"Park_MA","Indirect",216027.19429004,"Gallatin County, MT (2024)","Employee Compensation"
"Park_MA","Induced",48715.7796319066,"Gallatin County, MT (2024)","Employee Compensation"
"Ravalli","Indirect",28.349970038651,"Gallatin County, MT (2024)","Employee Compensation"
"Ravalli","Induced",8.99580618102155,"Gallatin County, MT (2024)","Employee Compensation"
"Rest of MT","Indirect",2073.91754843186,"Gallatin County, MT (2024)","Employee Compensation"
"Rest of MT","Induced",779.763926265028,"Gallatin County, MT (2024)","Employee Compensation"
"Rest of MT_MA","Indirect",42.5593891071239,"Gallatin County, MT (2024)","Employee Compensation"
"Rest of MT_MA","Induced",19.0861929885721,"Gallatin County, MT (2024)","Employee Compensation"
"Silver Bow","Indirect",55.6724173398205,"Gallatin County, MT (2024)","Employee Compensation"
"Silver Bow","Induced",19.2729734203793,"Gallatin County, MT (2024)","Employee Compensation"
"Yellowstone","Indirect",436.709644561913,"Gallatin County, MT (2024)","Employee Compensation"
"Yellowstone","Induced",155.30857844039,"Gallatin County, MT (2024)","Employee Compensation"
"Yellowstone_MA","Indirect",5103.88652151673,"Gallatin County, MT (2024)","Employee Compensation"
"Yellowstone_MA","Induced",1725.05603920323,"Gallatin County, MT (2024)","Employee Compensation"
"Beaverhead","Induced",36.4921713476193,"Madison County, MT (2024)","Employee Compensation"
"Gallatin","Indirect",5659.85200592885,"Madison County, MT (2024)","Employee Compensation"
"Gallatin","Induced",566.613328695169,"Madison County, MT (2024)","Employee Compensation"
"Gallatin_MA","Indirect",41411.6793278286,"Madison County, MT (2024)","Employee Compensation"
"Gallatin_MA","Induced",4157.6575144176,"Madison County, MT (2024)","Employee Compensation"
"Lewis and Clark","Induced",27.5880326434132,"Madison County, MT (2024)","Employee Compensation"
"Madison","Direct",783559.490034681,"Madison County, MT (2024)","Employee Compensation"
"Madison","Indirect",145492.206086296,"Madison County, MT (2024)","Employee Compensation"
"Madison","Induced",65890.4634057776,"Madison County, MT (2024)","Employee Compensation"
"Madison_MA","Direct",3332515.03108504,"Madison County, MT (2024)","Employee Compensation"
"Madison_MA","Indirect",618785.133553604,"Madison County, MT (2024)","Employee Compensation"
"Madison_MA","Induced",280280.25394662,"Madison County, MT (2024)","Employee Compensation"
"Missoula","Induced",21.6397789901743,"Madison County, MT (2024)","Employee Compensation"
"Park","Indirect",2906.88776229648,"Madison County, MT (2024)","Employee Compensation"
"Park","Induced",290.397908397352,"Madison County, MT (2024)","Employee Compensation"
"Park_MA","Indirect",3876.04737665317,"Madison County, MT (2024)","Employee Compensation"
"Park_MA","Induced",386.550550734633,"Madison County, MT (2024)","Employee Compensation"
"Rest of MT","Indirect",43.1305301571875,"Madison County, MT (2024)","Employee Compensation"
"Rest of MT","Induced",29.0423435824182,"Madison County, MT (2024)","Employee Compensation"
"Beaverhead","Indirect",18.5898997984646,"Rest of MT (2024)","Employee Compensation"
"Beaverhead","Induced",5.27457629378376,"Rest of MT (2024)","Employee Compensation"
"Cascade","Indirect",525.679994863732,"Rest of MT (2024)","Employee Compensation"
"Cascade","Induced",364.961015525913,"Rest of MT (2024)","Employee Compensation"
"Gallatin","Indirect",1138.37873996916,"Rest of MT (2024)","Employee Compensation"
"Gallatin","Induced",953.943816559957,"Rest of MT (2024)","Employee Compensation"
"Gallatin_MA","Indirect",9912.4043846904,"Rest of MT (2024)","Employee Compensation"
"Gallatin_MA","Induced",7578.9765850387,"Rest of MT (2024)","Employee Compensation"
"Glacier","Indirect",5236.51843661746,"Rest of MT (2024)","Employee Compensation"
"Glacier","Induced",1738.66568711613,"Rest of MT (2024)","Employee Compensation"
"Lewis and Clark","Indirect",450.881131046955,"Rest of MT (2024)","Employee Compensation"
"Lewis and Clark","Induced",5462.24241591093,"Rest of MT (2024)","Employee Compensation"
"Madison","Indirect",70.279024725645,"Rest of MT (2024)","Employee Compensation"
"Madison","Induced",1687.52699661635,"Rest of MT (2024)","Employee Compensation"
"Madison_MA","Indirect",784.644032710782,"Rest of MT (2024)","Employee Compensation"
"Madison_MA","Induced",7460.64800658886,"Rest of MT (2024)","Employee Compensation"
"Missoula","Indirect",646.315140298039,"Rest of MT (2024)","Employee Compensation"
"Missoula","Induced",1942.3490419221,"Rest of MT (2024)","Employee Compensation"
"Missoula_MA","Indirect",108.735120013576,"Rest of MT (2024)","Employee Compensation"
"Missoula_MA","Induced",581.390520404693,"Rest of MT (2024)","Employee Compensation"
"Park","Indirect",9524.19962221351,"Rest of MT (2024)","Employee Compensation"
"Park","Induced",2486.00848341506,"Rest of MT (2024)","Employee Compensation"
"Park_MA","Indirect",12694.1294114537,"Rest of MT (2024)","Employee Compensation"
"Park_MA","Induced",3306.77017670447,"Rest of MT (2024)","Employee Compensation"
"Ravalli","Indirect",166.228742223764,"Rest of MT (2024)","Employee Compensation"
"Ravalli","Induced",92.0198417790487,"Rest of MT (2024)","Employee Compensation"
"Rest of MT","Direct",210297.539532873,"Rest of MT (2024)","Employee Compensation"
"Rest of MT","Indirect",116934.833914458,"Rest of MT (2024)","Employee Compensation"
"Rest of MT","Induced",50770.2765927573,"Rest of MT (2024)","Employee Compensation"
"Rest of MT_MA","Direct",15233.1313794214,"Rest of MT (2024)","Employee Compensation"
"Rest of MT_MA","Indirect",8470.30208630342,"Rest of MT (2024)","Employee Compensation"
"Rest of MT_MA","Induced",3673.24562547112,"Rest of MT (2024)","Employee Compensation"
"Silver Bow","Indirect",62.6915808739495,"Rest of MT (2024)","Employee Compensation"
"Silver Bow","Induced",234.745194690219,"Rest of MT (2024)","Employee Compensation"
"Yellowstone","Indirect",1236.75262045338,"Rest of MT (2024)","Employee Compensation"
"Yellowstone","Induced",586.172000687097,"Rest of MT (2024)","Employee Compensation"
"Yellowstone_MA","Indirect",13089.575943963,"Rest of MT (2024)","Employee Compensation"
"Yellowstone_MA","Induced",5690.08100701194,"Rest of MT (2024)","Employee Compensation"
"Beaverhead","Induced",27.3750677526334,"Silver Bow County, MT (2024)","Employee Compensation"
"Cascade","Indirect",22.0200222188032,"Silver Bow County, MT (2024)","Employee Compensation"
"Cascade","Induced",17.429711074681,"Silver Bow County, MT (2024)","Employee Compensation"
"Gallatin","Indirect",666.752176078184,"Silver Bow County, MT (2024)","Employee Compensation"
"Gallatin","Induced",213.217751443056,"Silver Bow County, MT (2024)","Employee Compensation"
"Gallatin_MA","Indirect",5395.90078963975,"Silver Bow County, MT (2024)","Employee Compensation"
"Gallatin_MA","Induced",1769.79542918158,"Silver Bow County, MT (2024)","Employee Compensation"
"Lewis and Clark","Indirect",363.004538051245,"Silver Bow County, MT (2024)","Employee Compensation"
"Lewis and Clark","Induced",357.060350912921,"Silver Bow County, MT (2024)","Employee Compensation"
"Madison","Indirect",474.987702179571,"Silver Bow County, MT (2024)","Employee Compensation"
"Madison","Induced",877.353422148789,"Silver Bow County, MT (2024)","Employee Compensation"
"Madison_MA","Indirect",2517.98684812585,"Silver Bow County, MT (2024)","Employee Compensation"
"Madison_MA","Induced",4035.28929287198,"Silver Bow County, MT (2024)","Employee Compensation"
"Missoula","Indirect",137.847885419155,"Silver Bow County, MT (2024)","Employee Compensation"
"Missoula","Induced",38.5738878472537,"Silver Bow County, MT (2024)","Employee Compensation"
"Missoula_MA","Indirect",12.8131107707378,"Silver Bow County, MT (2024)","Employee Compensation"
"Missoula_MA","Induced",2.82484445955587,"Silver Bow County, MT (2024)","Employee Compensation"
"Park","Indirect",327.665133480097,"Silver Bow County, MT (2024)","Employee Compensation"
"Park","Induced",108.871553002991,"Silver Bow County, MT (2024)","Employee Compensation"
"Park_MA","Indirect",599.963601635955,"Silver Bow County, MT (2024)","Employee Compensation"
"Park_MA","Induced",178.046322167375,"Silver Bow County, MT (2024)","Employee Compensation"
"Ravalli","Indirect",46.4244457721111,"Silver Bow County, MT (2024)","Employee Compensation"
"Ravalli","Induced",11.4027188415785,"Silver Bow County, MT (2024)","Employee Compensation"
"Rest of MT","Indirect",376.688513223034,"Silver Bow County, MT (2024)","Employee Compensation"
"Rest of MT","Induced",494.754316004537,"Silver Bow County, MT (2024)","Employee Compensation"
"Rest of MT_MA","Induced",27.2255865599563,"Silver Bow County, MT (2024)","Employee Compensation"
"Silver Bow","Direct",12251.5255201289,"Silver Bow County, MT (2024)","Employee Compensation"
"Silver Bow","Indirect",5645.38133541267,"Silver Bow County, MT (2024)","Employee Compensation"
"Silver Bow","Induced",3481.66751467938,"Silver Bow County, MT (2024)","Employee Compensation"
"Yellowstone","Indirect",22.7715812779963,"Silver Bow County, MT (2024)","Employee Compensation"
"Yellowstone","Induced",4.55287571858242,"Silver Bow County, MT (2024)","Employee Compensation"
"Yellowstone_MA","Indirect",244.997215899008,"Silver Bow County, MT (2024)","Employee Compensation"
"Yellowstone_MA","Induced",212.345747231153,"Silver Bow County, MT (2024)","Employee Compensation"
"Cascade","Direct",22812.7630390083,"Cascade County, MT (2024)","Employee Compensation"
"Cascade","Indirect",22292.4320607554,"Cascade County, MT (2024)","Employee Compensation"
"Cascade","Induced",11967.4236201664,"Cascade County, MT (2024)","Employee Compensation"
"Gallatin","Indirect",179.913581660105,"Cascade County, MT (2024)","Employee Compensation"
"Gallatin","Induced",44.4582689207747,"Cascade County, MT (2024)","Employee Compensation"
"Gallatin_MA","Indirect",1794.85890664861,"Cascade County, MT (2024)","Employee Compensation"
"Gallatin_MA","Induced",589.254241733072,"Cascade County, MT (2024)","Employee Compensation"
"Glacier","Indirect",153.285328492484,"Cascade County, MT (2024)","Employee Compensation"
"Glacier","Induced",36.8830650034635,"Cascade County, MT (2024)","Employee Compensation"
"Lewis and Clark","Indirect",2677.63213276943,"Cascade County, MT (2024)","Employee Compensation"
"Lewis and Clark","Induced",995.08826142465,"Cascade County, MT (2024)","Employee Compensation"
"Madison","Indirect",120.993614286697,"Cascade County, MT (2024)","Employee Compensation"
"Madison","Induced",237.24982543906,"Cascade County, MT (2024)","Employee Compensation"
"Madison_MA","Indirect",524.385388540688,"Cascade County, MT (2024)","Employee Compensation"
"Madison_MA","Induced",1013.44408895171,"Cascade County, MT (2024)","Employee Compensation"
"Missoula","Indirect",38.3633136680148,"Cascade County, MT (2024)","Employee Compensation"
"Missoula","Induced",113.353786473627,"Cascade County, MT (2024)","Employee Compensation"
"Missoula_MA","Indirect",11.846679294291,"Cascade County, MT (2024)","Employee Compensation"
"Missoula_MA","Induced",35.003909379867,"Cascade County, MT (2024)","Employee Compensation"
"Park_MA","Indirect",79.92430921072,"Cascade County, MT (2024)","Employee Compensation"
"Park_MA","Induced",20.312439179033,"Cascade County, MT (2024)","Employee Compensation"
"Ravalli","Indirect",21.2847629527002,"Cascade County, MT (2024)","Employee Compensation"
"Ravalli","Induced",6.206439780978,"Cascade County, MT (2024)","Employee Compensation"
"Rest of MT","Indirect",468.822494504253,"Cascade County, MT (2024)","Employee Compensation"
"Rest of MT","Induced",417.925305427675,"Cascade County, MT (2024)","Employee Compensation"
"Yellowstone_MA","Induced",55.5145720541335,"Cascade County, MT (2024)","Employee Compensation"
"Cascade","Indirect",40.1028325462189,"Glacier County, MT (2024)","Employee Compensation"
"Cascade","Induced",2.79606028352993,"Glacier County, MT (2024)","Employee Compensation"
"Gallatin_MA","Indirect",23.0466674984231,"Glacier County, MT (2024)","Employee Compensation"
"Gallatin_MA","Induced",1.7037423263425,"Glacier County, MT (2024)","Employee Compensation"
"Glacier","Direct",25174.8950573756,"Glacier County, MT (2024)","Employee Compensation"
"Glacier","Indirect",14735.4129125862,"Glacier County, MT (2024)","Employee Compensation"
"Glacier","Induced",2599.61789124197,"Glacier County, MT (2024)","Employee Compensation"
"Lewis and Clark","Indirect",21.2426413036314,"Glacier County, MT (2024)","Employee Compensation"
"Lewis and Clark","Induced",1.58640443842101,"Glacier County, MT (2024)","Employee Compensation"
"Rest of MT","Indirect",68.6396663663214,"Glacier County, MT (2024)","Employee Compensation"
"Rest of MT","Induced",25.7862761585237,"Glacier County, MT (2024)","Employee Compensation"
"Cascade","Indirect",703.464300116836,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Cascade","Induced",219.164370787081,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Gallatin","Indirect",547.409109903209,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Gallatin","Induced",230.707069465567,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Gallatin_MA","Indirect",4193.70485384037,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Gallatin_MA","Induced",1721.81862501744,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Glacier","Indirect",144.056454764948,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Glacier","Induced",31.0819294593524,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Lewis and Clark","Direct",137394.378359857,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Lewis and Clark","Indirect",81090.0082694262,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Lewis and Clark","Induced",43749.8110650269,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Madison","Indirect",263.165542111775,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Madison","Induced",79.0836307908143,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Madison_MA","Indirect",1152.26388829163,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Madison_MA","Induced",418.051665893644,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Missoula","Indirect",332.820852785551,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Missoula","Induced",85.888789323635,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Missoula_MA","Indirect",65.5876460392486,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Missoula_MA","Induced",17.2578516088026,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Park","Indirect",667.53542012072,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Park","Induced",327.549854757448,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Park_MA","Indirect",881.808763687955,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Park_MA","Induced",432.641373844893,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Ravalli","Indirect",50.866489052844,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Ravalli","Induced",15.0314976139125,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Rest of MT","Indirect",1047.7954515151,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Rest of MT","Induced",450.841520106633,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Silver Bow","Indirect",100.732386731115,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Silver Bow","Induced",24.6287289708018,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Yellowstone_MA","Indirect",48.0748567760669,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Yellowstone_MA","Induced",10.4189974701891,"Lewis and Clark County, MT (2024)","Employee Compensation"
"Cascade","Indirect",80.8566382761551,"Missoula County, MT (2024)","Employee Compensation"
"Cascade","Induced",34.5425552503617,"Missoula County, MT (2024)","Employee Compensation"
"Gallatin","Induced",145.404467609999,"Missoula County, MT (2024)","Employee Compensation"
"Gallatin_MA","Indirect",52.5307265055177,"Missoula County, MT (2024)","Employee Compensation"
"Gallatin_MA","Induced",1059.25547233263,"Missoula County, MT (2024)","Employee Compensation"
"Lewis and Clark","Indirect",71.3890258983115,"Missoula County, MT (2024)","Employee Compensation"
"Lewis and Clark","Induced",247.894109419207,"Missoula County, MT (2024)","Employee Compensation"
"Madison_MA","Indirect",22.8332524563255,"Missoula County, MT (2024)","Employee Compensation"
"Madison_MA","Induced",79.6973359589869,"Missoula County, MT (2024)","Employee Compensation"
"Missoula","Direct",205860.750657813,"Missoula County, MT (2024)","Employee Compensation"
"Missoula","Indirect",137459.953257809,"Missoula County, MT (2024)","Employee Compensation"
"Missoula","Induced",82024.0216982866,"Missoula County, MT (2024)","Employee Compensation"
"Missoula_MA","Direct",63570.2721988385,"Missoula County, MT (2024)","Employee Compensation"
"Missoula_MA","Indirect",42422.0914873517,"Missoula County, MT (2024)","Employee Compensation"
"Missoula_MA","Induced",25315.831482428,"Missoula County, MT (2024)","Employee Compensation"
"Park","Induced",74.4501061248001,"Missoula County, MT (2024)","Employee Compensation"
"Park_MA","Induced",98.3696464034045,"Missoula County, MT (2024)","Employee Compensation"
"Ravalli","Indirect",4876.88089452565,"Missoula County, MT (2024)","Employee Compensation"
"Ravalli","Induced",1595.6843095626,"Missoula County, MT (2024)","Employee Compensation"
"Rest of MT","Indirect",773.935110760011,"Missoula County, MT (2024)","Employee Compensation"
"Rest of MT","Induced",580.350016617258,"Missoula County, MT (2024)","Employee Compensation"
"Yellowstone_MA","Induced",40.42478483903,"Missoula County, MT (2024)","Employee Compensation"
"Gallatin","Indirect",3917.37257022833,"Park County, MT (2024)","Employee Compensation"
"Gallatin","Induced",1198.14027686092,"Park County, MT (2024)","Employee Compensation"
"Gallatin_MA","Indirect",29857.2903642808,"Park County, MT (2024)","Employee Compensation"
"Gallatin_MA","Induced",8949.04018151422,"Park County, MT (2024)","Employee Compensation"
"Madison","Induced",1244.09627146721,"Park County, MT (2024)","Employee Compensation"
"Madison_MA","Indirect",65.9657244460687,"Park County, MT (2024)","Employee Compensation"
"Madison_MA","Induced",5353.6130186423,"Park County, MT (2024)","Employee Compensation"
"Park","Direct",92045.7189679214,"Park County, MT (2024)","Employee Compensation"
"Park","Indirect",81694.0445319092,"Park County, MT (2024)","Employee Compensation"
"Park","Induced",21057.3176095433,"Park County, MT (2024)","Employee Compensation"
"Park_MA","Direct",121542.380331455,"Park County, MT (2024)","Employee Compensation"
"Park_MA","Indirect",107941.924079114,"Park County, MT (2024)","Employee Compensation"
"Park_MA","Induced",27813.5393257874,"Park County, MT (2024)","Employee Compensation"
"Rest of MT","Indirect",359.526770223128,"Park County, MT (2024)","Employee Compensation"
"Rest of MT","Induced",159.459260154687,"Park County, MT (2024)","Employee Compensation"
"Rest of MT_MA","Indirect",12.4435369339942,"Park County, MT (2024)","Employee Compensation"
"Rest of MT_MA","Induced",1.48498608760268,"Park County, MT (2024)","Employee Compensation"
"Yellowstone","Indirect",22.8118942205565,"Park County, MT (2024)","Employee Compensation"
"Yellowstone","Induced",4.90708387608942,"Park County, MT (2024)","Employee Compensation"
"Yellowstone_MA","Indirect",419.536109477517,"Park County, MT (2024)","Employee Compensation"
"Yellowstone_MA","Induced",105.457966620369,"Park County, MT (2024)","Employee Compensation"
"Gallatin_MA","Induced",74.1808516173095,"Ravalli County, MT (2024)","Employee Compensation"
"Madison","Induced",32.348388757978,"Ravalli County, MT (2024)","Employee Compensation"
"Madison_MA","Induced",137.579205074235,"Ravalli County, MT (2024)","Employee Compensation"
"Missoula","Indirect",3701.938074267,"Ravalli County, MT (2024)","Employee Compensation"
"Missoula","Induced",5583.6275235079,"Ravalli County, MT (2024)","Employee Compensation"
"Missoula_MA","Indirect",1089.94156837547,"Ravalli County, MT (2024)","Employee Compensation"
"Missoula_MA","Induced",1706.69016177646,"Ravalli County, MT (2024)","Employee Compensation"
"Ravalli","Direct",20291.2001500787,"Ravalli County, MT (2024)","Employee Compensation"
"Ravalli","Indirect",28495.5309402769,"Ravalli County, MT (2024)","Employee Compensation"
"Ravalli","Induced",13466.5981277515,"Ravalli County, MT (2024)","Employee Compensation"
"Rest of MT","Induced",75.295456056822,"Ravalli County, MT (2024)","Employee Compensation"
"Gallatin","Indirect",2507.57504058143,"Yellowstone County, MT (2024)","Employee Compensation"
"Gallatin","Induced",827.674960332002,"Yellowstone County, MT (2024)","Employee Compensation"
"Gallatin_MA","Indirect",19236.2887053955,"Yellowstone County, MT (2024)","Employee Compensation"
"Gallatin_MA","Induced",6328.28581334757,"Yellowstone County, MT (2024)","Employee Compensation"
"Glacier","Indirect",56.2213212592813,"Yellowstone County, MT (2024)","Employee Compensation"
"Glacier","Induced",13.6740073787112,"Yellowstone County, MT (2024)","Employee Compensation"
"Lewis and Clark","Induced",166.862761202455,"Yellowstone County, MT (2024)","Employee Compensation"
"Madison","Indirect",798.59894548562,"Yellowstone County, MT (2024)","Employee Compensation"
"Madison","Induced",361.388082729916,"Yellowstone County, MT (2024)","Employee Compensation"
"Madison_MA","Indirect",3673.34959062869,"Yellowstone County, MT (2024)","Employee Compensation"
"Madison_MA","Induced",1995.24886234881,"Yellowstone County, MT (2024)","Employee Compensation"
"Missoula","Indirect",14.0704263734264,"Yellowstone County, MT (2024)","Employee Compensation"
"Missoula","Induced",267.001093646994,"Yellowstone County, MT (2024)","Employee Compensation"
"Missoula_MA","Indirect",4.34497995200275,"Yellowstone County, MT (2024)","Employee Compensation"
"Missoula_MA","Induced",82.4505504147339,"Yellowstone County, MT (2024)","Employee Compensation"
"Park","Indirect",11913.2430255267,"Yellowstone County, MT (2024)","Employee Compensation"
"Park","Induced",3013.63558989897,"Yellowstone County, MT (2024)","Employee Compensation"
"Park_MA","Indirect",15853.6970121554,"Yellowstone County, MT (2024)","Employee Compensation"
"Park_MA","Induced",4016.41026197694,"Yellowstone County, MT (2024)","Employee Compensation"
"Ravalli","Indirect",12.9183853648337,"Yellowstone County, MT (2024)","Employee Compensation"
"Ravalli","Induced",4.02904096188754,"Yellowstone County, MT (2024)","Employee Compensation"
"Rest of MT","Indirect",3212.65671715041,"Yellowstone County, MT (2024)","Employee Compensation"
"Rest of MT","Induced",1986.3140557028,"Yellowstone County, MT (2024)","Employee Compensation"
"Rest of MT_MA","Indirect",82.1175812577059,"Yellowstone County, MT (2024)","Employee Compensation"
"Rest of MT_MA","Induced",102.981347234609,"Yellowstone County, MT (2024)","Employee Compensation"
"Yellowstone","Direct",24106.849127761,"Yellowstone County, MT (2024)","Employee Compensation"
"Yellowstone","Indirect",18369.5286646796,"Yellowstone County, MT (2024)","Employee Compensation"
"Yellowstone","Induced",10673.6235124351,"Yellowstone County, MT (2024)","Employee Compensation"
"Yellowstone_MA","Direct",218214.69962936,"Yellowstone County, MT (2024)","Employee Compensation"
"Yellowstone_MA","Indirect",166303.863617541,"Yellowstone County, MT (2024)","Employee Compensation"
"Yellowstone_MA","Induced",96683.283942949,"Yellowstone County, MT (2024)","Employee Compensation"
"Beaverhead","Direct",0.111258353175226,"Beaverhead County, MT (2024)","FTE"
"Beaverhead","Indirect",0.0729783179565683,"Beaverhead County, MT (2024)","FTE"
"Beaverhead","Induced",0.0221948007305179,"Beaverhead County, MT (2024)","FTE"
"Gallatin","Indirect",0.00372478888220603,"Beaverhead County, MT (2024)","FTE"
"Gallatin","Induced",0.00211723102907092,"Beaverhead County, MT (2024)","FTE"
"Gallatin_MA","Indirect",0.0271260056912046,"Beaverhead County, MT (2024)","FTE"
"Gallatin_MA","Induced",0.0170446983072014,"Beaverhead County, MT (2024)","FTE"
"Lewis and Clark","Induced",0.000391621418220092,"Beaverhead County, MT (2024)","FTE"
"Madison","Indirect",0.00762670701884259,"Beaverhead County, MT (2024)","FTE"
"Madison","Induced",0.0417693002268536,"Beaverhead County, MT (2024)","FTE"
"Madison_MA","Indirect",0.0342495720677014,"Beaverhead County, MT (2024)","FTE"
"Madison_MA","Induced",0.17935074249977,"Beaverhead County, MT (2024)","FTE"
"Missoula","Indirect",0.000341430625159045,"Beaverhead County, MT (2024)","FTE"
"Missoula","Induced",0.0000751732296588362,"Beaverhead County, MT (2024)","FTE"
"Park","Indirect",0.00215963018183889,"Beaverhead County, MT (2024)","FTE"
"Park","Induced",0.00114038408968436,"Beaverhead County, MT (2024)","FTE"
"Park_MA","Indirect",0.00347712947642102,"Beaverhead County, MT (2024)","FTE"
"Park_MA","Induced",0.0015820213137213,"Beaverhead County, MT (2024)","FTE"
"Ravalli","Indirect",0.00114319967371754,"Beaverhead County, MT (2024)","FTE"
"Ravalli","Induced",0.000151101942272579,"Beaverhead County, MT (2024)","FTE"
"Silver Bow","Indirect",0.00299064290810717,"Beaverhead County, MT (2024)","FTE"
"Silver Bow","Induced",0.000771317946323064,"Beaverhead County, MT (2024)","FTE"
"Beaverhead","Indirect",0.00540499776916242,"Gallatin County, MT (2024)","FTE"
"Beaverhead","Induced",0.000880492749797715,"Gallatin County, MT (2024)","FTE"
"Cascade","Indirect",0.0143950855217809,"Gallatin County, MT (2024)","FTE"
"Cascade","Induced",0.00285275096140186,"Gallatin County, MT (2024)","FTE"
"Gallatin","Direct",3.38640206056224,"Gallatin County, MT (2024)","FTE"
"Gallatin","Indirect",2.4089838921914,"Gallatin County, MT (2024)","FTE"
"Gallatin","Induced",1.07697616726075,"Gallatin County, MT (2024)","FTE"
"Gallatin_MA","Direct",24.3035469102284,"Gallatin County, MT (2024)","FTE"
"Gallatin_MA","Indirect",17.3295828691033,"Gallatin County, MT (2024)","FTE"
"Gallatin_MA","Induced",7.74327819193208,"Gallatin County, MT (2024)","FTE"
"Glacier","Indirect",0.00124004045061399,"Gallatin County, MT (2024)","FTE"
"Glacier","Induced",0.00025704707319688,"Gallatin County, MT (2024)","FTE"
"Lewis and Clark","Indirect",0.0254099153674223,"Gallatin County, MT (2024)","FTE"
"Lewis and Clark","Induced",0.00816351737476976,"Gallatin County, MT (2024)","FTE"
"Madison","Indirect",0.0725971304599822,"Gallatin County, MT (2024)","FTE"
"Madison","Induced",0.687415042911616,"Gallatin County, MT (2024)","FTE"
"Madison_MA","Indirect",0.316616011220466,"Gallatin County, MT (2024)","FTE"
"Madison_MA","Induced",2.92871169142527,"Gallatin County, MT (2024)","FTE"
"Missoula","Indirect",0.00122155213319733,"Gallatin County, MT (2024)","FTE"
"Missoula","Induced",0.000942621709954801,"Gallatin County, MT (2024)","FTE"
"Missoula_MA","Indirect",0.000377218101868798,"Gallatin County, MT (2024)","FTE"
"Missoula_MA","Induced",0.000115454190764796,"Gallatin County, MT (2024)","FTE"
"Park","Indirect",2.84458231092854,"Gallatin County, MT (2024)","FTE"
"Park","Induced",0.604079577752079,"Gallatin County, MT (2024)","FTE"
"Park_MA","Indirect",3.76027957499691,"Gallatin County, MT (2024)","FTE"
"Park_MA","Induced",0.798710364574179,"Gallatin County, MT (2024)","FTE"
"Ravalli","Indirect",0.000482188184664144,"Gallatin County, MT (2024)","FTE"
"Ravalli","Induced",0.000147585236735424,"Gallatin County, MT (2024)","FTE"
"Rest of MT","Indirect",0.0498566481380166,"Gallatin County, MT (2024)","FTE"
"Rest of MT","Induced",0.0127890718919496,"Gallatin County, MT (2024)","FTE"
"Rest of MT_MA","Indirect",0.00158511926101686,"Gallatin County, MT (2024)","FTE"
"Rest of MT_MA","Induced",0.000313285629799264,"Gallatin County, MT (2024)","FTE"
"Silver Bow","Indirect",0.00203203650925783,"Gallatin County, MT (2024)","FTE"
"Silver Bow","Induced",0.000316260144954257,"Gallatin County, MT (2024)","FTE"
"Yellowstone","Indirect",0.0165649068472668,"Gallatin County, MT (2024)","FTE"
"Yellowstone","Induced",0.00254875529671595,"Gallatin County, MT (2024)","FTE"
"Yellowstone_MA","Indirect",0.165589808796587,"Gallatin County, MT (2024)","FTE"
"Yellowstone_MA","Induced",0.028304088085305,"Gallatin County, MT (2024)","FTE"
"Beaverhead","Induced",0.000850381942115516,"Madison County, MT (2024)","FTE"
"Gallatin","Indirect",0.0296171462038785,"Madison County, MT (2024)","FTE"
"Gallatin","Induced",0.0132024542671645,"Madison County, MT (2024)","FTE"
"Gallatin_MA","Indirect",0.225819007827366,"Madison County, MT (2024)","FTE"
"Gallatin_MA","Induced",0.096874649407264,"Madison County, MT (2024)","FTE"
"Lewis and Clark","Induced",0.000642887608823599,"Madison County, MT (2024)","FTE"
"Madison","Direct",3.15736115359972,"Madison County, MT (2024)","FTE"
"Madison","Indirect",1.98963995565378,"Madison County, MT (2024)","FTE"
"Madison","Induced",1.53521651207701,"Madison County, MT (2024)","FTE"
