"NAICS_2","FTE","EventGroup","table"
"42 Wholesale Trade",0.000679936490200321,"Beaverhead","Indirect & Induced Impacts"
"44-45 Retail Trade",0.00443371556743179,"Beaverhead","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.00306254585395175,"Beaverhead","Indirect & Induced Impacts"
"51 Information",0.034649330545198,"Beaverhead","Indirect & Induced Impacts"
"52 Finance and Insurance",0.00639920014401807,"Beaverhead","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.0108433540928599,"Beaverhead","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.0072407332012027,"Beaverhead","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.000193050932253869,"Beaverhead","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.00519698501063072,"Beaverhead","Indirect & Induced Impacts"
"61 Educational Services",0.000698471351903942,"Beaverhead","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.00582937699845081,"Beaverhead","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.0137529123207417,"Beaverhead","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.00472025777221144,"Beaverhead","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.00457357758712296,"Beaverhead","Indirect & Induced Impacts"
"9A Government Enterprises",0.000685849120967328,"Beaverhead","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.000724269298294357,"Cascade","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.000124687028110347,"Cascade","All Impacts"
"22 Utilities",0.00354014369611125,"Cascade","All Impacts"
"23 Construction",0.00593966675026636,"Cascade","All Impacts"
"31-33 Manufacturing",0.00346639788718824,"Cascade","All Impacts"
"42 Wholesale Trade",0.00934095879404904,"Cascade","All Impacts"
"44-45 Retail Trade",0.043277736358106,"Cascade","All Impacts"
"48-49 Transportation and Warehousing",0.0364442730882583,"Cascade","All Impacts"
"51 Information",1.24870608836064,"Cascade","All Impacts"
"52 Finance and Insurance",0.0708067412780244,"Cascade","All Impacts"
"53 Real Estate and Rental and Leasing",0.0814531542304804,"Cascade","All Impacts"
"54 Professional, Scientific, and Technical Services",0.0724449279627912,"Cascade","All Impacts"
"55 Management of Companies and Enterprises",0.00948480032980596,"Cascade","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.0668502100552167,"Cascade","All Impacts"
"61 Educational Services",0.00734162678448314,"Cascade","All Impacts"
"62 Health Care and Social Assistance",0.0598438723152555,"Cascade","All Impacts"
"71 Arts, Entertainment, and Recreation",0.163017599222996,"Cascade","All Impacts"
"72 Accommodation and Food Services",0.0401242639400919,"Cascade","All Impacts"
"81 Other Services (except Public Administration)",0.0311186489744334,"Cascade","All Impacts"
"9A Government Enterprises",0.00790856569470041,"Cascade","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.000724269298294357,"Cascade","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.000124687028110347,"Cascade","Indirect & Induced Impacts"
"22 Utilities",0.00354014369611125,"Cascade","Indirect & Induced Impacts"
"23 Construction",0.00593966675026636,"Cascade","Indirect & Induced Impacts"
"31-33 Manufacturing",0.00346639788718824,"Cascade","Indirect & Induced Impacts"
"42 Wholesale Trade",0.00934095879404904,"Cascade","Indirect & Induced Impacts"
"44-45 Retail Trade",0.043277736358106,"Cascade","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.0364442730882583,"Cascade","Indirect & Induced Impacts"
"51 Information",0.191374273007727,"Cascade","Indirect & Induced Impacts"
"52 Finance and Insurance",0.0708067412780244,"Cascade","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.0814531542304804,"Cascade","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.0724449279627912,"Cascade","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.00948480032980596,"Cascade","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.0668502100552167,"Cascade","Indirect & Induced Impacts"
"61 Educational Services",0.00734162678448314,"Cascade","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.0598438723152555,"Cascade","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.163017599222996,"Cascade","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.0401242639400919,"Cascade","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.0311186489744334,"Cascade","Indirect & Induced Impacts"
"9A Government Enterprises",0.00790856569470041,"Cascade","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00496312324649351,"Gallatin","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00148499963696559,"Gallatin","All Impacts"
"22 Utilities",0.00900397170581838,"Gallatin","All Impacts"
"23 Construction",0.0259124803073701,"Gallatin","All Impacts"
"31-33 Manufacturing",0.0125700580634105,"Gallatin","All Impacts"
"42 Wholesale Trade",0.0542746178915626,"Gallatin","All Impacts"
"44-45 Retail Trade",0.207292630762537,"Gallatin","All Impacts"
"48-49 Transportation and Warehousing",0.162775617581905,"Gallatin","All Impacts"
"51 Information",4.33402145069269,"Gallatin","All Impacts"
"52 Finance and Insurance",0.214119759692595,"Gallatin","All Impacts"
"53 Real Estate and Rental and Leasing",0.286187070690662,"Gallatin","All Impacts"
"54 Professional, Scientific, and Technical Services",0.29761676920658,"Gallatin","All Impacts"
"55 Management of Companies and Enterprises",0.0194373796616457,"Gallatin","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.221861642184929,"Gallatin","All Impacts"
"61 Educational Services",0.0431373598392665,"Gallatin","All Impacts"
"62 Health Care and Social Assistance",0.256167396158903,"Gallatin","All Impacts"
"71 Arts, Entertainment, and Recreation",0.755195466660378,"Gallatin","All Impacts"
"72 Accommodation and Food Services",0.187324839682616,"Gallatin","All Impacts"
"81 Other Services (except Public Administration)",0.160717083497187,"Gallatin","All Impacts"
"9A Government Enterprises",0.0202187864185183,"Gallatin","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00496312324649351,"Gallatin","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00148499963696559,"Gallatin","Indirect & Induced Impacts"
"22 Utilities",0.00900397170581838,"Gallatin","Indirect & Induced Impacts"
"23 Construction",0.0259124803073701,"Gallatin","Indirect & Induced Impacts"
"31-33 Manufacturing",0.0125700580634105,"Gallatin","Indirect & Induced Impacts"
"42 Wholesale Trade",0.0542746178915626,"Gallatin","Indirect & Induced Impacts"
"44-45 Retail Trade",0.207292630762537,"Gallatin","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.162775617581905,"Gallatin","Indirect & Induced Impacts"
"51 Information",0.947619390130452,"Gallatin","Indirect & Induced Impacts"
"52 Finance and Insurance",0.214119759692595,"Gallatin","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.286187070690662,"Gallatin","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.29761676920658,"Gallatin","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.0194373796616457,"Gallatin","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.221861642184929,"Gallatin","Indirect & Induced Impacts"
"61 Educational Services",0.0431373598392665,"Gallatin","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.256167396158903,"Gallatin","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.755195466660378,"Gallatin","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.187324839682616,"Gallatin","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.160717083497187,"Gallatin","Indirect & Induced Impacts"
"9A Government Enterprises",0.0202187864185183,"Gallatin","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.0360894568604857,"Gallatin_MA","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0123796429010264,"Gallatin_MA","All Impacts"
"22 Utilities",0.0661435398782068,"Gallatin_MA","All Impacts"
"23 Construction",0.189055604879843,"Gallatin_MA","All Impacts"
"31-33 Manufacturing",0.0977405374012813,"Gallatin_MA","All Impacts"
"42 Wholesale Trade",0.39924084433586,"Gallatin_MA","All Impacts"
"44-45 Retail Trade",1.49963780715714,"Gallatin_MA","All Impacts"
"48-49 Transportation and Warehousing",1.19023884194152,"Gallatin_MA","All Impacts"
"51 Information",31.1178085645993,"Gallatin_MA","All Impacts"
"52 Finance and Insurance",1.56830564098395,"Gallatin_MA","All Impacts"
"53 Real Estate and Rental and Leasing",2.06555605229884,"Gallatin_MA","All Impacts"
"54 Professional, Scientific, and Technical Services",2.16042876797582,"Gallatin_MA","All Impacts"
"55 Management of Companies and Enterprises",0.140452023001645,"Gallatin_MA","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",1.6157563713894,"Gallatin_MA","All Impacts"
"61 Educational Services",0.311454142658316,"Gallatin_MA","All Impacts"
"62 Health Care and Social Assistance",1.85324765976163,"Gallatin_MA","All Impacts"
"71 Arts, Entertainment, and Recreation",5.43601616717148,"Gallatin_MA","All Impacts"
"72 Accommodation and Food Services",1.35374704402216,"Gallatin_MA","All Impacts"
"81 Other Services (except Public Administration)",1.16437848887277,"Gallatin_MA","All Impacts"
"9A Government Enterprises",0.152229734419873,"Gallatin_MA","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.0360894568604857,"Gallatin_MA","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0123796429010264,"Gallatin_MA","Indirect & Induced Impacts"
"22 Utilities",0.0661435398782068,"Gallatin_MA","Indirect & Induced Impacts"
"23 Construction",0.189055604879843,"Gallatin_MA","Indirect & Induced Impacts"
"31-33 Manufacturing",0.0977405374012813,"Gallatin_MA","Indirect & Induced Impacts"
"42 Wholesale Trade",0.39924084433586,"Gallatin_MA","Indirect & Induced Impacts"
"44-45 Retail Trade",1.49963780715714,"Gallatin_MA","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",1.19023884194152,"Gallatin_MA","Indirect & Induced Impacts"
"51 Information",6.81426165437098,"Gallatin_MA","Indirect & Induced Impacts"
"52 Finance and Insurance",1.56830564098395,"Gallatin_MA","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",2.06555605229884,"Gallatin_MA","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",2.16042876797582,"Gallatin_MA","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.140452023001645,"Gallatin_MA","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",1.6157563713894,"Gallatin_MA","Indirect & Induced Impacts"
"61 Educational Services",0.311454142658316,"Gallatin_MA","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",1.85324765976163,"Gallatin_MA","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",5.43601616717148,"Gallatin_MA","Indirect & Induced Impacts"
"72 Accommodation and Food Services",1.35374704402216,"Gallatin_MA","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",1.16437848887277,"Gallatin_MA","Indirect & Induced Impacts"
"9A Government Enterprises",0.152229734419873,"Gallatin_MA","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.000383457378029323,"Glacier","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.000371974421546002,"Glacier","All Impacts"
"22 Utilities",0.00165338405895949,"Glacier","All Impacts"
"23 Construction",0.00861962451314798,"Glacier","All Impacts"
"31-33 Manufacturing",0.000625403522415196,"Glacier","All Impacts"
"42 Wholesale Trade",0.00352582945724104,"Glacier","All Impacts"
"44-45 Retail Trade",0.0214794999392378,"Glacier","All Impacts"
"48-49 Transportation and Warehousing",0.0248530632089882,"Glacier","All Impacts"
"51 Information",1.03146824420098,"Glacier","All Impacts"
"52 Finance and Insurance",0.0444580978274878,"Glacier","All Impacts"
"53 Real Estate and Rental and Leasing",0.0483903275806717,"Glacier","All Impacts"
"54 Professional, Scientific, and Technical Services",0.0481734466893906,"Glacier","All Impacts"
"55 Management of Companies and Enterprises",0.000780369265379207,"Glacier","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.049132895872866,"Glacier","All Impacts"
"61 Educational Services",0.00904896006742485,"Glacier","All Impacts"
"62 Health Care and Social Assistance",0.0193674246635097,"Glacier","All Impacts"
"71 Arts, Entertainment, and Recreation",0.214945133424263,"Glacier","All Impacts"
"72 Accommodation and Food Services",0.0274190522475595,"Glacier","All Impacts"
"81 Other Services (except Public Administration)",0.0193657515474195,"Glacier","All Impacts"
"9A Government Enterprises",0.0241974302629892,"Glacier","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.000383457378029323,"Glacier","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.000371974421546002,"Glacier","Indirect & Induced Impacts"
"22 Utilities",0.00165338405895949,"Glacier","Indirect & Induced Impacts"
"23 Construction",0.00861962451314798,"Glacier","Indirect & Induced Impacts"
"31-33 Manufacturing",0.000625403522415196,"Glacier","Indirect & Induced Impacts"
"42 Wholesale Trade",0.00352582945724104,"Glacier","Indirect & Induced Impacts"
"44-45 Retail Trade",0.0214794999392378,"Glacier","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.0248530632089882,"Glacier","Indirect & Induced Impacts"
"51 Information",0.273992280356606,"Glacier","Indirect & Induced Impacts"
"52 Finance and Insurance",0.0444580978274878,"Glacier","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.0483903275806717,"Glacier","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.0481734466893906,"Glacier","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.000780369265379207,"Glacier","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.049132895872866,"Glacier","Indirect & Induced Impacts"
"61 Educational Services",0.00904896006742485,"Glacier","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.0193674246635097,"Glacier","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.214945133424263,"Glacier","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.0274190522475595,"Glacier","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.0193657515474195,"Glacier","Indirect & Induced Impacts"
"9A Government Enterprises",0.0241974302629892,"Glacier","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00217896286320101,"Lewis and Clark","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00136035945214898,"Lewis and Clark","All Impacts"
"22 Utilities",0.00617539206808712,"Lewis and Clark","All Impacts"
"23 Construction",0.0196592589781961,"Lewis and Clark","All Impacts"
"31-33 Manufacturing",0.00578854376909729,"Lewis and Clark","All Impacts"
"42 Wholesale Trade",0.0279857715635178,"Lewis and Clark","All Impacts"
"44-45 Retail Trade",0.157956514488098,"Lewis and Clark","All Impacts"
"48-49 Transportation and Warehousing",0.0959065055112817,"Lewis and Clark","All Impacts"
"51 Information",2.59932941011768,"Lewis and Clark","All Impacts"
"52 Finance and Insurance",0.165441859817114,"Lewis and Clark","All Impacts"
"53 Real Estate and Rental and Leasing",0.199205256418337,"Lewis and Clark","All Impacts"
"54 Professional, Scientific, and Technical Services",0.182126644763464,"Lewis and Clark","All Impacts"
"55 Management of Companies and Enterprises",0.0154625718259423,"Lewis and Clark","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.164836002079699,"Lewis and Clark","All Impacts"
"61 Educational Services",0.0295674319507686,"Lewis and Clark","All Impacts"
"62 Health Care and Social Assistance",0.218224086939461,"Lewis and Clark","All Impacts"
"71 Arts, Entertainment, and Recreation",0.283774829947101,"Lewis and Clark","All Impacts"
"72 Accommodation and Food Services",0.132111248247964,"Lewis and Clark","All Impacts"
"81 Other Services (except Public Administration)",0.11809472836196,"Lewis and Clark","All Impacts"
"9A Government Enterprises",0.011887937523139,"Lewis and Clark","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00217896286320101,"Lewis and Clark","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00136035945214898,"Lewis and Clark","Indirect & Induced Impacts"
"22 Utilities",0.00617539206808712,"Lewis and Clark","Indirect & Induced Impacts"
"23 Construction",0.0196592589781961,"Lewis and Clark","Indirect & Induced Impacts"
"31-33 Manufacturing",0.00578854376909729,"Lewis and Clark","Indirect & Induced Impacts"
"42 Wholesale Trade",0.0279857715635178,"Lewis and Clark","Indirect & Induced Impacts"
"44-45 Retail Trade",0.157956514488098,"Lewis and Clark","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.0959065055112817,"Lewis and Clark","Indirect & Induced Impacts"
"51 Information",0.519334527692853,"Lewis and Clark","Indirect & Induced Impacts"
"52 Finance and Insurance",0.165441859817114,"Lewis and Clark","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.199205256418337,"Lewis and Clark","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.182126644763464,"Lewis and Clark","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.0154625718259423,"Lewis and Clark","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.164836002079699,"Lewis and Clark","Indirect & Induced Impacts"
"61 Educational Services",0.0295674319507686,"Lewis and Clark","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.218224086939461,"Lewis and Clark","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.283774829947101,"Lewis and Clark","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.132111248247964,"Lewis and Clark","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.11809472836196,"Lewis and Clark","Indirect & Induced Impacts"
"9A Government Enterprises",0.011887937523139,"Lewis and Clark","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.0121170863243755,"Madison","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00699227298918616,"Madison","All Impacts"
"22 Utilities",0.0128156171457042,"Madison","All Impacts"
"23 Construction",0.0441111925477491,"Madison","All Impacts"
"31-33 Manufacturing",0.0059966980636758,"Madison","All Impacts"
"42 Wholesale Trade",0.0550913852625491,"Madison","All Impacts"
"44-45 Retail Trade",0.413301502922177,"Madison","All Impacts"
"48-49 Transportation and Warehousing",0.220143716633312,"Madison","All Impacts"
"51 Information",3.66244028240886,"Madison","All Impacts"
"52 Finance and Insurance",0.242399295155423,"Madison","All Impacts"
"53 Real Estate and Rental and Leasing",0.393790405096325,"Madison","All Impacts"
"54 Professional, Scientific, and Technical Services",0.339568523408337,"Madison","All Impacts"
"55 Management of Companies and Enterprises",0.0126883736197631,"Madison","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.135340247950912,"Madison","All Impacts"
"61 Educational Services",0.0715892832064912,"Madison","All Impacts"
"62 Health Care and Social Assistance",0.512861309099151,"Madison","All Impacts"
"71 Arts, Entertainment, and Recreation",0.794121227087515,"Madison","All Impacts"
"72 Accommodation and Food Services",0.32100680732464,"Madison","All Impacts"
"81 Other Services (except Public Administration)",0.326539193788001,"Madison","All Impacts"
"9A Government Enterprises",0.0233619820533803,"Madison","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.0121170863243755,"Madison","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00699227298918616,"Madison","Indirect & Induced Impacts"
"22 Utilities",0.0128156171457042,"Madison","Indirect & Induced Impacts"
"23 Construction",0.0441111925477491,"Madison","Indirect & Induced Impacts"
"31-33 Manufacturing",0.0059966980636758,"Madison","Indirect & Induced Impacts"
"42 Wholesale Trade",0.0550913852625491,"Madison","Indirect & Induced Impacts"
"44-45 Retail Trade",0.413301502922177,"Madison","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.220143716633312,"Madison","Indirect & Induced Impacts"
"51 Information",0.505079128809138,"Madison","Indirect & Induced Impacts"
"52 Finance and Insurance",0.242399295155423,"Madison","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.393790405096325,"Madison","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.339568523408337,"Madison","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.0126883736197631,"Madison","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.135340247950912,"Madison","Indirect & Induced Impacts"
"61 Educational Services",0.0715892832064912,"Madison","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.512861309099151,"Madison","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.794121227087515,"Madison","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.32100680732464,"Madison","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.326539193788001,"Madison","Indirect & Induced Impacts"
"9A Government Enterprises",0.0233619820533803,"Madison","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.0517160231069521,"Madison_MA","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0300758582691945,"Madison_MA","All Impacts"
"22 Utilities",0.0549039417922217,"Madison_MA","All Impacts"
"23 Construction",0.18809178592463,"Madison_MA","All Impacts"
"31-33 Manufacturing",0.0277222731980694,"Madison_MA","All Impacts"
"42 Wholesale Trade",0.237272160621055,"Madison_MA","All Impacts"
"44-45 Retail Trade",1.76381496699233,"Madison_MA","All Impacts"
"48-49 Transportation and Warehousing",0.9447813622985,"Madison_MA","All Impacts"
"51 Information",15.5774194030472,"Madison_MA","All Impacts"
"52 Finance and Insurance",1.03456592227399,"Madison_MA","All Impacts"
"53 Real Estate and Rental and Leasing",1.67754252395081,"Madison_MA","All Impacts"
"54 Professional, Scientific, and Technical Services",1.44935315522421,"Madison_MA","All Impacts"
"55 Management of Companies and Enterprises",0.0543719068710356,"Madison_MA","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.580513273539753,"Madison_MA","All Impacts"
"61 Educational Services",0.305262862764825,"Madison_MA","All Impacts"
"62 Health Care and Social Assistance",2.18906953333529,"Madison_MA","All Impacts"
"71 Arts, Entertainment, and Recreation",3.38087910982014,"Madison_MA","All Impacts"
"72 Accommodation and Food Services",1.37176415129951,"Madison_MA","All Impacts"
"81 Other Services (except Public Administration)",1.39614853614077,"Madison_MA","All Impacts"
"9A Government Enterprises",0.0999819567030599,"Madison_MA","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.0517160231069521,"Madison_MA","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0300758582691945,"Madison_MA","Indirect & Induced Impacts"
"22 Utilities",0.0549039417922217,"Madison_MA","Indirect & Induced Impacts"
"23 Construction",0.18809178592463,"Madison_MA","Indirect & Induced Impacts"
"31-33 Manufacturing",0.0277222731980694,"Madison_MA","Indirect & Induced Impacts"
"42 Wholesale Trade",0.237272160621055,"Madison_MA","Indirect & Induced Impacts"
"44-45 Retail Trade",1.76381496699233,"Madison_MA","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.9447813622985,"Madison_MA","Indirect & Induced Impacts"
"51 Information",2.14901525919677,"Madison_MA","Indirect & Induced Impacts"
"52 Finance and Insurance",1.03456592227399,"Madison_MA","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",1.67754252395081,"Madison_MA","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",1.44935315522421,"Madison_MA","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.0543719068710356,"Madison_MA","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.580513273539753,"Madison_MA","Indirect & Induced Impacts"
"61 Educational Services",0.305262862764825,"Madison_MA","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",2.18906953333529,"Madison_MA","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",3.38087910982014,"Madison_MA","Indirect & Induced Impacts"
"72 Accommodation and Food Services",1.37176415129951,"Madison_MA","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",1.39614853614077,"Madison_MA","Indirect & Induced Impacts"
"9A Government Enterprises",0.0999819567030599,"Madison_MA","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00539057753325461,"Missoula","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0016566421346691,"Missoula","All Impacts"
"22 Utilities",0.00954388435904292,"Missoula","All Impacts"
"23 Construction",0.0318472150631701,"Missoula","All Impacts"
"31-33 Manufacturing",0.00851063675358167,"Missoula","All Impacts"
"42 Wholesale Trade",0.0614093607465546,"Missoula","All Impacts"
"44-45 Retail Trade",0.271601013638348,"Missoula","All Impacts"
"48-49 Transportation and Warehousing",0.155839165614139,"Missoula","All Impacts"
"51 Information",3.85138981261792,"Missoula","All Impacts"
"52 Finance and Insurance",0.262025941680538,"Missoula","All Impacts"
"53 Real Estate and Rental and Leasing",0.322873935949985,"Missoula","All Impacts"
"54 Professional, Scientific, and Technical Services",0.377381848690254,"Missoula","All Impacts"
"55 Management of Companies and Enterprises",0.0201333446473176,"Missoula","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.295293360212399,"Missoula","All Impacts"
"61 Educational Services",0.0424317637303054,"Missoula","All Impacts"
"62 Health Care and Social Assistance",0.359111807437576,"Missoula","All Impacts"
"71 Arts, Entertainment, and Recreation",0.642012884319617,"Missoula","All Impacts"
"72 Accommodation and Food Services",0.202290643431449,"Missoula","All Impacts"
"81 Other Services (except Public Administration)",0.198012159009637,"Missoula","All Impacts"
