"NAICS_2","FTE","EventGroup","table"
"9A Government Enterprises",0.0306169258559983,"Missoula","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00539057753325461,"Missoula","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0016566421346691,"Missoula","Indirect & Induced Impacts"
"22 Utilities",0.00954388435904292,"Missoula","Indirect & Induced Impacts"
"23 Construction",0.0318472150631701,"Missoula","Indirect & Induced Impacts"
"31-33 Manufacturing",0.00851063675358167,"Missoula","Indirect & Induced Impacts"
"42 Wholesale Trade",0.0614093607465546,"Missoula","Indirect & Induced Impacts"
"44-45 Retail Trade",0.271601013638348,"Missoula","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.155839165614139,"Missoula","Indirect & Induced Impacts"
"51 Information",0.921618965397526,"Missoula","Indirect & Induced Impacts"
"52 Finance and Insurance",0.262025941680538,"Missoula","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.322873935949985,"Missoula","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.377381848690254,"Missoula","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.0201333446473176,"Missoula","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.295293360212399,"Missoula","Indirect & Induced Impacts"
"61 Educational Services",0.0424317637303054,"Missoula","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.359111807437576,"Missoula","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.642012884319617,"Missoula","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.202290643431449,"Missoula","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.198012159009637,"Missoula","Indirect & Induced Impacts"
"9A Government Enterprises",0.0306169258559983,"Missoula","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00165159866503816,"Missoula_MA","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.000392414905223514,"Missoula_MA","All Impacts"
"22 Utilities",0.00289857485691231,"Missoula_MA","All Impacts"
"23 Construction",0.00979107897721921,"Missoula_MA","All Impacts"
"31-33 Manufacturing",0.00262101893076999,"Missoula_MA","All Impacts"
"42 Wholesale Trade",0.0188777810655168,"Missoula_MA","All Impacts"
"44-45 Retail Trade",0.0835566613048991,"Missoula_MA","All Impacts"
"48-49 Transportation and Warehousing",0.0477787882792718,"Missoula_MA","All Impacts"
"51 Information",1.18923090976773,"Missoula_MA","All Impacts"
"52 Finance and Insurance",0.080713166294041,"Missoula_MA","All Impacts"
"53 Real Estate and Rental and Leasing",0.0993446517367922,"Missoula_MA","All Impacts"
"54 Professional, Scientific, and Technical Services",0.115333471735792,"Missoula_MA","All Impacts"
"55 Management of Companies and Enterprises",0.0061912618203641,"Missoula_MA","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.0897782723746226,"Missoula_MA","All Impacts"
"61 Educational Services",0.0130639183224759,"Missoula_MA","All Impacts"
"62 Health Care and Social Assistance",0.110515402130877,"Missoula_MA","All Impacts"
"71 Arts, Entertainment, and Recreation",0.197830463753348,"Missoula_MA","All Impacts"
"72 Accommodation and Food Services",0.0622079740778178,"Missoula_MA","All Impacts"
"81 Other Services (except Public Administration)",0.0606953744713894,"Missoula_MA","All Impacts"
"9A Government Enterprises",0.00942378248637015,"Missoula_MA","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00165159866503816,"Missoula_MA","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.000392414905223514,"Missoula_MA","Indirect & Induced Impacts"
"22 Utilities",0.00289857485691231,"Missoula_MA","Indirect & Induced Impacts"
"23 Construction",0.00979107897721921,"Missoula_MA","Indirect & Induced Impacts"
"31-33 Manufacturing",0.00262101893076999,"Missoula_MA","Indirect & Induced Impacts"
"42 Wholesale Trade",0.0188777810655168,"Missoula_MA","Indirect & Induced Impacts"
"44-45 Retail Trade",0.0835566613048991,"Missoula_MA","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.0477787882792718,"Missoula_MA","Indirect & Induced Impacts"
"51 Information",0.284510949100694,"Missoula_MA","Indirect & Induced Impacts"
"52 Finance and Insurance",0.080713166294041,"Missoula_MA","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.0993446517367922,"Missoula_MA","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.115333471735792,"Missoula_MA","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.0061912618203641,"Missoula_MA","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.0897782723746226,"Missoula_MA","Indirect & Induced Impacts"
"61 Educational Services",0.0130639183224759,"Missoula_MA","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.110515402130877,"Missoula_MA","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.197830463753348,"Missoula_MA","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.0622079740778178,"Missoula_MA","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.0606953744713894,"Missoula_MA","Indirect & Induced Impacts"
"9A Government Enterprises",0.00942378248637015,"Missoula_MA","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00344411079729674,"Park","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00246715332512994,"Park","All Impacts"
"22 Utilities",0.0216834774055494,"Park","All Impacts"
"23 Construction",0.0520877731970779,"Park","All Impacts"
"31-33 Manufacturing",0.0521070884104487,"Park","All Impacts"
"42 Wholesale Trade",0.0586667824649894,"Park","All Impacts"
"44-45 Retail Trade",0.235657310055596,"Park","All Impacts"
"48-49 Transportation and Warehousing",0.285375390065858,"Park","All Impacts"
"51 Information",8.91674528295712,"Park","All Impacts"
"52 Finance and Insurance",0.481997992704162,"Park","All Impacts"
"53 Real Estate and Rental and Leasing",0.69279677963968,"Park","All Impacts"
"54 Professional, Scientific, and Technical Services",0.600445243848207,"Park","All Impacts"
"55 Management of Companies and Enterprises",0.034497960806654,"Park","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.618062033247674,"Park","All Impacts"
"61 Educational Services",0.0967267381540347,"Park","All Impacts"
"62 Health Care and Social Assistance",0.263383071710322,"Park","All Impacts"
"71 Arts, Entertainment, and Recreation",1.91242507992108,"Park","All Impacts"
"72 Accommodation and Food Services",0.278791135120378,"Park","All Impacts"
"81 Other Services (except Public Administration)",0.214573651088253,"Park","All Impacts"
"9A Government Enterprises",0.0455541613749318,"Park","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00344411079729674,"Park","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00246715332512994,"Park","Indirect & Induced Impacts"
"22 Utilities",0.0216834774055494,"Park","Indirect & Induced Impacts"
"23 Construction",0.0520877731970779,"Park","Indirect & Induced Impacts"
"31-33 Manufacturing",0.0521070884104487,"Park","Indirect & Induced Impacts"
"42 Wholesale Trade",0.0586667824649894,"Park","Indirect & Induced Impacts"
"44-45 Retail Trade",0.235657310055596,"Park","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.285375390065858,"Park","Indirect & Induced Impacts"
"51 Information",2.00711351234577,"Park","Indirect & Induced Impacts"
"52 Finance and Insurance",0.481997992704162,"Park","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.69279677963968,"Park","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.600445243848207,"Park","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.034497960806654,"Park","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.618062033247674,"Park","Indirect & Induced Impacts"
"61 Educational Services",0.0967267381540347,"Park","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.263383071710322,"Park","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",1.91242507992108,"Park","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.278791135120378,"Park","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.214573651088253,"Park","Indirect & Induced Impacts"
"9A Government Enterprises",0.0455541613749318,"Park","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00457021472311564,"Park_MA","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.003273243520186,"Park_MA","All Impacts"
"22 Utilities",0.0288091887507159,"Park_MA","All Impacts"
"23 Construction",0.0688799678553027,"Park_MA","All Impacts"
"31-33 Manufacturing",0.0697852609170991,"Park_MA","All Impacts"
"42 Wholesale Trade",0.0780839133557706,"Park_MA","All Impacts"
"44-45 Retail Trade",0.311847943091027,"Park_MA","All Impacts"
"48-49 Transportation and Warehousing",0.377764490273815,"Park_MA","All Impacts"
"51 Information",11.7758060335835,"Park_MA","All Impacts"
"52 Finance and Insurance",0.638152457214833,"Park_MA","All Impacts"
"53 Real Estate and Rental and Leasing",0.916126237756071,"Park_MA","All Impacts"
"54 Professional, Scientific, and Technical Services",0.794140119623828,"Park_MA","All Impacts"
"55 Management of Companies and Enterprises",0.0456305724351825,"Park_MA","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.819136711534526,"Park_MA","All Impacts"
"61 Educational Services",0.127813189726692,"Park_MA","All Impacts"
"62 Health Care and Social Assistance",0.348604988125775,"Park_MA","All Impacts"
"71 Arts, Entertainment, and Recreation",2.52703594910148,"Park_MA","All Impacts"
"72 Accommodation and Food Services",0.368735386900876,"Park_MA","All Impacts"
"81 Other Services (except Public Administration)",0.284464881349757,"Park_MA","All Impacts"
"9A Government Enterprises",0.0607870312513092,"Park_MA","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00457021472311564,"Park_MA","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.003273243520186,"Park_MA","Indirect & Induced Impacts"
"22 Utilities",0.0288091887507159,"Park_MA","Indirect & Induced Impacts"
"23 Construction",0.0688799678553027,"Park_MA","Indirect & Induced Impacts"
"31-33 Manufacturing",0.0697852609170991,"Park_MA","Indirect & Induced Impacts"
"42 Wholesale Trade",0.0780839133557706,"Park_MA","Indirect & Induced Impacts"
"44-45 Retail Trade",0.311847943091027,"Park_MA","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.377764490273815,"Park_MA","Indirect & Induced Impacts"
"51 Information",2.6519369169043,"Park_MA","Indirect & Induced Impacts"
"52 Finance and Insurance",0.638152457214833,"Park_MA","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.916126237756071,"Park_MA","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.794140119623828,"Park_MA","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.0456305724351825,"Park_MA","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.819136711534526,"Park_MA","Indirect & Induced Impacts"
"61 Educational Services",0.127813189726692,"Park_MA","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.348604988125775,"Park_MA","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",2.52703594910148,"Park_MA","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.368735386900876,"Park_MA","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.284464881349757,"Park_MA","Indirect & Induced Impacts"
"9A Government Enterprises",0.0607870312513092,"Park_MA","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00411277350687265,"Ravalli","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.000206516027506657,"Ravalli","All Impacts"
"22 Utilities",0.00385055768942221,"Ravalli","All Impacts"
"23 Construction",0.0129308469598882,"Ravalli","All Impacts"
"31-33 Manufacturing",0.00329959174575907,"Ravalli","All Impacts"
"42 Wholesale Trade",0.0135452436447676,"Ravalli","All Impacts"
"44-45 Retail Trade",0.064594528137504,"Ravalli","All Impacts"
"48-49 Transportation and Warehousing",0.0578445477831212,"Ravalli","All Impacts"
"51 Information",1.90278740059899,"Ravalli","All Impacts"
"52 Finance and Insurance",0.102847751149596,"Ravalli","All Impacts"
"53 Real Estate and Rental and Leasing",0.155120414549507,"Ravalli","All Impacts"
"54 Professional, Scientific, and Technical Services",0.125787238314553,"Ravalli","All Impacts"
"55 Management of Companies and Enterprises",0.00558086724058444,"Ravalli","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.126726684114139,"Ravalli","All Impacts"
"61 Educational Services",0.00723559099389435,"Ravalli","All Impacts"
"62 Health Care and Social Assistance",0.0704831648733348,"Ravalli","All Impacts"
"71 Arts, Entertainment, and Recreation",0.21199894940847,"Ravalli","All Impacts"
"72 Accommodation and Food Services",0.0570446442353551,"Ravalli","All Impacts"
"81 Other Services (except Public Administration)",0.0632687535874357,"Ravalli","All Impacts"
"9A Government Enterprises",0.00839590302941275,"Ravalli","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00411277350687265,"Ravalli","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.000206516027506657,"Ravalli","Indirect & Induced Impacts"
"22 Utilities",0.00385055768942221,"Ravalli","Indirect & Induced Impacts"
"23 Construction",0.0129308469598882,"Ravalli","Indirect & Induced Impacts"
"31-33 Manufacturing",0.00329959174575907,"Ravalli","Indirect & Induced Impacts"
"42 Wholesale Trade",0.0135452436447676,"Ravalli","Indirect & Induced Impacts"
"44-45 Retail Trade",0.064594528137504,"Ravalli","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.0578445477831212,"Ravalli","Indirect & Induced Impacts"
"51 Information",0.253351848765097,"Ravalli","Indirect & Induced Impacts"
"52 Finance and Insurance",0.102847751149596,"Ravalli","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.155120414549507,"Ravalli","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.125787238314553,"Ravalli","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.00558086724058444,"Ravalli","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.126726684114139,"Ravalli","Indirect & Induced Impacts"
"61 Educational Services",0.00723559099389435,"Ravalli","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.0704831648733348,"Ravalli","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.21199894940847,"Ravalli","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.0570446442353551,"Ravalli","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.0632687535874357,"Ravalli","Indirect & Induced Impacts"
"9A Government Enterprises",0.00839590302941275,"Ravalli","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00569014480407003,"Rest of MT","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.002850986161697,"Rest of MT","All Impacts"
"22 Utilities",0.0119387627530853,"Rest of MT","All Impacts"
"23 Construction",0.0327410418971038,"Rest of MT","All Impacts"
"31-33 Manufacturing",0.0129232938476177,"Rest of MT","All Impacts"
"42 Wholesale Trade",0.035863529201347,"Rest of MT","All Impacts"
"44-45 Retail Trade",0.223863379177608,"Rest of MT","All Impacts"
"48-49 Transportation and Warehousing",0.200158864790718,"Rest of MT","All Impacts"
"51 Information",5.99052467617981,"Rest of MT","All Impacts"
"52 Finance and Insurance",0.319028052329601,"Rest of MT","All Impacts"
"53 Real Estate and Rental and Leasing",0.414950591561773,"Rest of MT","All Impacts"
"54 Professional, Scientific, and Technical Services",0.387919564049532,"Rest of MT","All Impacts"
"55 Management of Companies and Enterprises",0.0118975131672434,"Rest of MT","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.326909735337863,"Rest of MT","All Impacts"
"61 Educational Services",0.0390656707439192,"Rest of MT","All Impacts"
"62 Health Care and Social Assistance",0.242822699531833,"Rest of MT","All Impacts"
"71 Arts, Entertainment, and Recreation",0.965385933130819,"Rest of MT","All Impacts"
"72 Accommodation and Food Services",0.20902835526861,"Rest of MT","All Impacts"
"81 Other Services (except Public Administration)",0.191565512491564,"Rest of MT","All Impacts"
"9A Government Enterprises",0.0379172386156731,"Rest of MT","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00569014480407003,"Rest of MT","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.002850986161697,"Rest of MT","Indirect & Induced Impacts"
"22 Utilities",0.0119387627530853,"Rest of MT","Indirect & Induced Impacts"
"23 Construction",0.0327410418971038,"Rest of MT","Indirect & Induced Impacts"
"31-33 Manufacturing",0.0129232938476177,"Rest of MT","Indirect & Induced Impacts"
"42 Wholesale Trade",0.035863529201347,"Rest of MT","Indirect & Induced Impacts"
"44-45 Retail Trade",0.223863379177608,"Rest of MT","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.200158864790718,"Rest of MT","Indirect & Induced Impacts"
"51 Information",1.16722546916054,"Rest of MT","Indirect & Induced Impacts"
"52 Finance and Insurance",0.319028052329601,"Rest of MT","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.414950591561773,"Rest of MT","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.387919564049532,"Rest of MT","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.0118975131672434,"Rest of MT","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.326909735337863,"Rest of MT","Indirect & Induced Impacts"
"61 Educational Services",0.0390656707439192,"Rest of MT","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.242822699531833,"Rest of MT","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.965385933130819,"Rest of MT","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.20902835526861,"Rest of MT","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.191565512491564,"Rest of MT","Indirect & Induced Impacts"
"9A Government Enterprises",0.0379172386156731,"Rest of MT","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.000400014491506796,"Rest of MT_MA","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.000188137503229244,"Rest of MT_MA","All Impacts"
"22 Utilities",0.000813319655623648,"Rest of MT_MA","All Impacts"
"23 Construction",0.00224310339352546,"Rest of MT_MA","All Impacts"
"31-33 Manufacturing",0.00091142324086584,"Rest of MT_MA","All Impacts"
"42 Wholesale Trade",0.00236812817055011,"Rest of MT_MA","All Impacts"
"44-45 Retail Trade",0.0155264656006837,"Rest of MT_MA","All Impacts"
"48-49 Transportation and Warehousing",0.0129714450181762,"Rest of MT_MA","All Impacts"
"51 Information",0.43342930595452,"Rest of MT_MA","All Impacts"
"52 Finance and Insurance",0.0214512152920057,"Rest of MT_MA","All Impacts"
"53 Real Estate and Rental and Leasing",0.0291555651335418,"Rest of MT_MA","All Impacts"
"54 Professional, Scientific, and Technical Services",0.0269099034034794,"Rest of MT_MA","All Impacts"
"55 Management of Companies and Enterprises",0.00080223134970458,"Rest of MT_MA","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.0224106044337098,"Rest of MT_MA","All Impacts"
"61 Educational Services",0.00259341885356595,"Rest of MT_MA","All Impacts"
"62 Health Care and Social Assistance",0.0167010291907143,"Rest of MT_MA","All Impacts"
"71 Arts, Entertainment, and Recreation",0.0676977321098612,"Rest of MT_MA","All Impacts"
"72 Accommodation and Food Services",0.0144233292187165,"Rest of MT_MA","All Impacts"
"81 Other Services (except Public Administration)",0.013282678883869,"Rest of MT_MA","All Impacts"
"9A Government Enterprises",0.00268558291013936,"Rest of MT_MA","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.000400014491506796,"Rest of MT_MA","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.000188137503229244,"Rest of MT_MA","Indirect & Induced Impacts"
"22 Utilities",0.000813319655623648,"Rest of MT_MA","Indirect & Induced Impacts"
"23 Construction",0.00224310339352546,"Rest of MT_MA","Indirect & Induced Impacts"
"31-33 Manufacturing",0.00091142324086584,"Rest of MT_MA","Indirect & Induced Impacts"
"42 Wholesale Trade",0.00236812817055011,"Rest of MT_MA","Indirect & Induced Impacts"
"44-45 Retail Trade",0.0155264656006837,"Rest of MT_MA","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.0129714450181762,"Rest of MT_MA","Indirect & Induced Impacts"
"51 Information",0.0840483732722403,"Rest of MT_MA","Indirect & Induced Impacts"
"52 Finance and Insurance",0.0214512152920057,"Rest of MT_MA","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.0291555651335418,"Rest of MT_MA","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.0269099034034794,"Rest of MT_MA","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.00080223134970458,"Rest of MT_MA","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.0224106044337098,"Rest of MT_MA","Indirect & Induced Impacts"
"61 Educational Services",0.00259341885356595,"Rest of MT_MA","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.0167010291907143,"Rest of MT_MA","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.0676977321098612,"Rest of MT_MA","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.0144233292187165,"Rest of MT_MA","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.013282678883869,"Rest of MT_MA","Indirect & Induced Impacts"
"9A Government Enterprises",0.00268558291013936,"Rest of MT_MA","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.000188550457022394,"Silver Bow","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0000678493043768423,"Silver Bow","All Impacts"
"22 Utilities",0.000596856702177639,"Silver Bow","All Impacts"
"23 Construction",0.00167300751993512,"Silver Bow","All Impacts"
"31-33 Manufacturing",0.000335751302214924,"Silver Bow","All Impacts"
"42 Wholesale Trade",0.0033787518378837,"Silver Bow","All Impacts"
"44-45 Retail Trade",0.0135100830577233,"Silver Bow","All Impacts"
"48-49 Transportation and Warehousing",0.00705933453122596,"Silver Bow","All Impacts"
"51 Information",0.250962174834051,"Silver Bow","All Impacts"
"52 Finance and Insurance",0.0138868723985103,"Silver Bow","All Impacts"
"53 Real Estate and Rental and Leasing",0.0199320657076193,"Silver Bow","All Impacts"
"54 Professional, Scientific, and Technical Services",0.0168606628095358,"Silver Bow","All Impacts"
"55 Management of Companies and Enterprises",0.00137326839813836,"Silver Bow","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.0190592704708018,"Silver Bow","All Impacts"
"61 Educational Services",0.00320882739928196,"Silver Bow","All Impacts"
"62 Health Care and Social Assistance",0.0192086707818239,"Silver Bow","All Impacts"
"71 Arts, Entertainment, and Recreation",0.0552755237682021,"Silver Bow","All Impacts"
"72 Accommodation and Food Services",0.0125658244285758,"Silver Bow","All Impacts"
"81 Other Services (except Public Administration)",0.00983687921842609,"Silver Bow","All Impacts"
"9A Government Enterprises",0.00132704754278189,"Silver Bow","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.000188550457022394,"Silver Bow","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0000678493043768423,"Silver Bow","Indirect & Induced Impacts"
"22 Utilities",0.000596856702177639,"Silver Bow","Indirect & Induced Impacts"
"23 Construction",0.00167300751993512,"Silver Bow","Indirect & Induced Impacts"
"31-33 Manufacturing",0.000335751302214924,"Silver Bow","Indirect & Induced Impacts"
"42 Wholesale Trade",0.0033787518378837,"Silver Bow","Indirect & Induced Impacts"
"44-45 Retail Trade",0.0135100830577233,"Silver Bow","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.00705933453122596,"Silver Bow","Indirect & Induced Impacts"
"51 Information",0.0387118608059413,"Silver Bow","Indirect & Induced Impacts"
"52 Finance and Insurance",0.0138868723985103,"Silver Bow","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.0199320657076193,"Silver Bow","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.0168606628095358,"Silver Bow","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.00137326839813836,"Silver Bow","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.0190592704708018,"Silver Bow","Indirect & Induced Impacts"
"61 Educational Services",0.00320882739928196,"Silver Bow","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.0192086707818239,"Silver Bow","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.0552755237682021,"Silver Bow","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.0125658244285758,"Silver Bow","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.00983687921842609,"Silver Bow","Indirect & Induced Impacts"
"9A Government Enterprises",0.00132704754278189,"Silver Bow","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00337161737597386,"Yellowstone_MA","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00190879345117975,"Yellowstone_MA","All Impacts"
"22 Utilities",0.0166562663485566,"Yellowstone_MA","All Impacts"
"23 Construction",0.0407351281535254,"Yellowstone_MA","All Impacts"
"31-33 Manufacturing",0.0212975835559112,"Yellowstone_MA","All Impacts"
"42 Wholesale Trade",0.0827825365723322,"Yellowstone_MA","All Impacts"
"44-45 Retail Trade",0.324729317440884,"Yellowstone_MA","All Impacts"
"48-49 Transportation and Warehousing",0.283030180393248,"Yellowstone_MA","All Impacts"
"51 Information",8.41664164543173,"Yellowstone_MA","All Impacts"
"52 Finance and Insurance",0.461952866641235,"Yellowstone_MA","All Impacts"
"53 Real Estate and Rental and Leasing",0.528197818021101,"Yellowstone_MA","All Impacts"
"54 Professional, Scientific, and Technical Services",0.477135245950879,"Yellowstone_MA","All Impacts"
"55 Management of Companies and Enterprises",0.0300576626942505,"Yellowstone_MA","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.499976989743042,"Yellowstone_MA","All Impacts"
"61 Educational Services",0.0798016292897461,"Yellowstone_MA","All Impacts"
"62 Health Care and Social Assistance",0.39081316847571,"Yellowstone_MA","All Impacts"
"71 Arts, Entertainment, and Recreation",1.34562428331968,"Yellowstone_MA","All Impacts"
"72 Accommodation and Food Services",0.306199008723521,"Yellowstone_MA","All Impacts"
"81 Other Services (except Public Administration)",0.263411435348015,"Yellowstone_MA","All Impacts"
"9A Government Enterprises",0.0330252626385696,"Yellowstone_MA","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00337161737597386,"Yellowstone_MA","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00190879345117975,"Yellowstone_MA","Indirect & Induced Impacts"
"22 Utilities",0.0166562663485566,"Yellowstone_MA","Indirect & Induced Impacts"
"23 Construction",0.0407351281535254,"Yellowstone_MA","Indirect & Induced Impacts"
"31-33 Manufacturing",0.0212975835559112,"Yellowstone_MA","Indirect & Induced Impacts"
"42 Wholesale Trade",0.0827825365723322,"Yellowstone_MA","Indirect & Induced Impacts"
"44-45 Retail Trade",0.324729317440884,"Yellowstone_MA","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.283030180393248,"Yellowstone_MA","Indirect & Induced Impacts"
"51 Information",1.24135705599222,"Yellowstone_MA","Indirect & Induced Impacts"
"52 Finance and Insurance",0.461952866641235,"Yellowstone_MA","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.528197818021101,"Yellowstone_MA","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.477135245950879,"Yellowstone_MA","Indirect & Induced Impacts"
