"NAICS_2","FTE","EventGroup","table"
"23 Construction",0.00124233870475746,"Madison","All Impacts"
"31-33 Manufacturing",0.000165123490719535,"Madison","All Impacts"
"42 Wholesale Trade",0.00141767848723697,"Madison","All Impacts"
"44-45 Retail Trade",0.0115600447746871,"Madison","All Impacts"
"48-49 Transportation and Warehousing",0.00600803520933211,"Madison","All Impacts"
"51 Information",0.105818940574661,"Madison","All Impacts"
"52 Finance and Insurance",0.00674083557911686,"Madison","All Impacts"
"53 Real Estate and Rental and Leasing",0.0108492075899388,"Madison","All Impacts"
"54 Professional, Scientific, and Technical Services",0.00949172104404545,"Madison","All Impacts"
"55 Management of Companies and Enterprises",0.000342633899157712,"Madison","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.00325609650048406,"Madison","All Impacts"
"61 Educational Services",0.00179473572807197,"Madison","All Impacts"
"62 Health Care and Social Assistance",0.0144523979544839,"Madison","All Impacts"
"71 Arts, Entertainment, and Recreation",0.0227175045492876,"Madison","All Impacts"
"72 Accommodation and Food Services",0.00899195561382065,"Madison","All Impacts"
"81 Other Services (except Public Administration)",0.00901969481286744,"Madison","All Impacts"
"9A Government Enterprises",0.000660900544021894,"Madison","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.000344131046480896,"Madison","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.000193045048855618,"Madison","Indirect & Induced Impacts"
"22 Utilities",0.000355131814399301,"Madison","Indirect & Induced Impacts"
"23 Construction",0.00124233870475746,"Madison","Indirect & Induced Impacts"
"31-33 Manufacturing",0.000165123490719535,"Madison","Indirect & Induced Impacts"
"42 Wholesale Trade",0.00141767848723697,"Madison","Indirect & Induced Impacts"
"44-45 Retail Trade",0.0115600447746871,"Madison","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.00600803520933211,"Madison","Indirect & Induced Impacts"
"51 Information",0.0145422123729801,"Madison","Indirect & Induced Impacts"
"52 Finance and Insurance",0.00674083557911686,"Madison","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.0108492075899388,"Madison","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.00949172104404545,"Madison","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.000342633899157712,"Madison","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.00325609650048406,"Madison","Indirect & Induced Impacts"
"61 Educational Services",0.00179473572807197,"Madison","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.0144523979544839,"Madison","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.0227175045492876,"Madison","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.00899195561382065,"Madison","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.00901969481286744,"Madison","Indirect & Induced Impacts"
"9A Government Enterprises",0.000660900544021894,"Madison","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00672563133959544,"Missoula","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00212588009297936,"Missoula","All Impacts"
"22 Utilities",0.0118957728620665,"Missoula","All Impacts"
"23 Construction",0.0396996502646806,"Missoula","All Impacts"
"31-33 Manufacturing",0.01097497894722,"Missoula","All Impacts"
"42 Wholesale Trade",0.0765443111019022,"Missoula","All Impacts"
"44-45 Retail Trade",0.338510276452661,"Missoula","All Impacts"
"48-49 Transportation and Warehousing",0.194197051250853,"Missoula","All Impacts"
"51 Information",4.79727516510025,"Missoula","All Impacts"
"52 Finance and Insurance",0.326500142526867,"Missoula","All Impacts"
"53 Real Estate and Rental and Leasing",0.402731089015548,"Missoula","All Impacts"
"54 Professional, Scientific, and Technical Services",0.470611814584923,"Missoula","All Impacts"
"55 Management of Companies and Enterprises",0.0250932799876699,"Missoula","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.36797711778345,"Missoula","All Impacts"
"61 Educational Services",0.0528774912976746,"Missoula","All Impacts"
"62 Health Care and Social Assistance",0.447579215505577,"Missoula","All Impacts"
"71 Arts, Entertainment, and Recreation",0.799740436209356,"Missoula","All Impacts"
"72 Accommodation and Food Services",0.252138261052293,"Missoula","All Impacts"
"81 Other Services (except Public Administration)",0.246784685351297,"Missoula","All Impacts"
"9A Government Enterprises",0.0381547780289589,"Missoula","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00672563133959544,"Missoula","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00212588009297936,"Missoula","Indirect & Induced Impacts"
"22 Utilities",0.0118957728620665,"Missoula","Indirect & Induced Impacts"
"23 Construction",0.0396996502646806,"Missoula","Indirect & Induced Impacts"
"31-33 Manufacturing",0.01097497894722,"Missoula","Indirect & Induced Impacts"
"42 Wholesale Trade",0.0765443111019022,"Missoula","Indirect & Induced Impacts"
"44-45 Retail Trade",0.338510276452661,"Missoula","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.194197051250853,"Missoula","Indirect & Induced Impacts"
"51 Information",1.14799359453611,"Missoula","Indirect & Induced Impacts"
"52 Finance and Insurance",0.326500142526867,"Missoula","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.402731089015548,"Missoula","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.470611814584923,"Missoula","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.0250932799876699,"Missoula","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.36797711778345,"Missoula","Indirect & Induced Impacts"
"61 Educational Services",0.0528774912976746,"Missoula","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.447579215505577,"Missoula","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.799740436209356,"Missoula","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.252138261052293,"Missoula","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.246784685351297,"Missoula","Indirect & Induced Impacts"
"9A Government Enterprises",0.0381547780289589,"Missoula","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.117739243845459,"Missoula_MA","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0412561900342163,"Missoula_MA","All Impacts"
"22 Utilities",0.202832407324547,"Missoula_MA","All Impacts"
"23 Construction",0.675809627270982,"Missoula_MA","All Impacts"
"31-33 Manufacturing",0.223762535840558,"Missoula_MA","All Impacts"
"42 Wholesale Trade",1.30174703209952,"Missoula_MA","All Impacts"
"44-45 Retail Trade",5.73742759559286,"Missoula_MA","All Impacts"
"48-49 Transportation and Warehousing",3.29936362897198,"Missoula_MA","All Impacts"
"51 Information",80.9604718280793,"Missoula_MA","All Impacts"
"52 Finance and Insurance",5.53804394657988,"Missoula_MA","All Impacts"
"53 Real Estate and Rental and Leasing",6.83051047624669,"Missoula_MA","All Impacts"
"54 Professional, Scientific, and Technical Services",7.99192176656149,"Missoula_MA","All Impacts"
"55 Management of Companies and Enterprises",0.425383181743675,"Missoula_MA","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",6.24480862712295,"Missoula_MA","All Impacts"
"61 Educational Services",0.895536131539209,"Missoula_MA","All Impacts"
"62 Health Care and Social Assistance",7.58123756346217,"Missoula_MA","All Impacts"
"71 Arts, Entertainment, and Recreation",13.5237060738125,"Missoula_MA","All Impacts"
"72 Accommodation and Food Services",4.27923381599613,"Missoula_MA","All Impacts"
"81 Other Services (except Public Administration)",4.20227398921549,"Missoula_MA","All Impacts"
"9A Government Enterprises",0.648845373597979,"Missoula_MA","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.117739243845459,"Missoula_MA","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0412561900342163,"Missoula_MA","Indirect & Induced Impacts"
"22 Utilities",0.202832407324547,"Missoula_MA","Indirect & Induced Impacts"
"23 Construction",0.675809627270982,"Missoula_MA","Indirect & Induced Impacts"
"31-33 Manufacturing",0.223762535840558,"Missoula_MA","Indirect & Induced Impacts"
"42 Wholesale Trade",1.30174703209952,"Missoula_MA","Indirect & Induced Impacts"
"44-45 Retail Trade",5.73742759559286,"Missoula_MA","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",3.29936362897198,"Missoula_MA","Indirect & Induced Impacts"
"51 Information",19.3858900841023,"Missoula_MA","Indirect & Induced Impacts"
"52 Finance and Insurance",5.53804394657988,"Missoula_MA","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",6.83051047624669,"Missoula_MA","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",7.99192176656149,"Missoula_MA","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.425383181743675,"Missoula_MA","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",6.24480862712295,"Missoula_MA","Indirect & Induced Impacts"
"61 Educational Services",0.895536131539209,"Missoula_MA","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",7.58123756346217,"Missoula_MA","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",13.5237060738125,"Missoula_MA","Indirect & Induced Impacts"
"72 Accommodation and Food Services",4.27923381599613,"Missoula_MA","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",4.20227398921549,"Missoula_MA","Indirect & Induced Impacts"
"9A Government Enterprises",0.648845373597979,"Missoula_MA","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00170237869386323,"Park","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00113364102271961,"Park","All Impacts"
"22 Utilities",0.0107328164642157,"Park","All Impacts"
"23 Construction",0.0259832793578229,"Park","All Impacts"
"31-33 Manufacturing",0.0256187253426364,"Park","All Impacts"
"42 Wholesale Trade",0.028662023021798,"Park","All Impacts"
"44-45 Retail Trade",0.117099961036179,"Park","All Impacts"
"48-49 Transportation and Warehousing",0.139879032235,"Park","All Impacts"
"51 Information",4.46934881052698,"Park","All Impacts"
"52 Finance and Insurance",0.240579995026891,"Park","All Impacts"
"53 Real Estate and Rental and Leasing",0.34611605240921,"Park","All Impacts"
"54 Professional, Scientific, and Technical Services",0.299178076145169,"Park","All Impacts"
"55 Management of Companies and Enterprises",0.0165279641633835,"Park","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.306345723515213,"Park","All Impacts"
"61 Educational Services",0.0483252116730417,"Park","All Impacts"
"62 Health Care and Social Assistance",0.130475079392567,"Park","All Impacts"
"71 Arts, Entertainment, and Recreation",0.956709496341472,"Park","All Impacts"
"72 Accommodation and Food Services",0.138414475488975,"Park","All Impacts"
"81 Other Services (except Public Administration)",0.106175029190532,"Park","All Impacts"
"9A Government Enterprises",0.022155210107902,"Park","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00170237869386323,"Park","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00113364102271961,"Park","Indirect & Induced Impacts"
"22 Utilities",0.0107328164642157,"Park","Indirect & Induced Impacts"
"23 Construction",0.0259832793578229,"Park","Indirect & Induced Impacts"
"31-33 Manufacturing",0.0256187253426364,"Park","Indirect & Induced Impacts"
"42 Wholesale Trade",0.028662023021798,"Park","Indirect & Induced Impacts"
"44-45 Retail Trade",0.117099961036179,"Park","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.139879032235,"Park","Indirect & Induced Impacts"
"51 Information",1.00527420765467,"Park","Indirect & Induced Impacts"
"52 Finance and Insurance",0.240579995026891,"Park","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.34611605240921,"Park","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.299178076145169,"Park","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.0165279641633835,"Park","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.306345723515213,"Park","Indirect & Induced Impacts"
"61 Educational Services",0.0483252116730417,"Park","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.130475079392567,"Park","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.956709496341472,"Park","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.138414475488975,"Park","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.106175029190532,"Park","Indirect & Induced Impacts"
"9A Government Enterprises",0.022155210107902,"Park","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.0217154678004989,"Park_MA","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0174707872427101,"Park_MA","All Impacts"
"22 Utilities",0.125582199692473,"Park_MA","All Impacts"
"23 Construction",0.295510404302057,"Park_MA","All Impacts"
"31-33 Manufacturing",0.310030871019353,"Park_MA","All Impacts"
"42 Wholesale Trade",0.339026791409323,"Park_MA","All Impacts"
"44-45 Retail Trade",1.33714426030816,"Park_MA","All Impacts"
"48-49 Transportation and Warehousing",1.64068719970907,"Park_MA","All Impacts"
"51 Information",50.014582550816,"Park_MA","All Impacts"
"52 Finance and Insurance",2.73471537912734,"Park_MA","All Impacts"
"53 Real Estate and Rental and Leasing",3.90148056001984,"Park_MA","All Impacts"
"54 Professional, Scientific, and Technical Services",3.39368430272043,"Park_MA","All Impacts"
"55 Management of Companies and Enterprises",0.195933827663891,"Park_MA","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",3.50365549947304,"Park_MA","All Impacts"
"61 Educational Services",0.546984608745399,"Park_MA","All Impacts"
"62 Health Care and Social Assistance",1.4953422829272,"Park_MA","All Impacts"
"71 Arts, Entertainment, and Recreation",10.745915010959,"Park_MA","All Impacts"
"72 Accommodation and Food Services",1.58026440933954,"Park_MA","All Impacts"
"81 Other Services (except Public Administration)",1.2202813982942,"Park_MA","All Impacts"
"9A Government Enterprises",0.263145853805494,"Park_MA","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.0217154678004989,"Park_MA","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0174707872427101,"Park_MA","Indirect & Induced Impacts"
"22 Utilities",0.125582199692473,"Park_MA","Indirect & Induced Impacts"
"23 Construction",0.295510404302057,"Park_MA","Indirect & Induced Impacts"
"31-33 Manufacturing",0.310030871019353,"Park_MA","Indirect & Induced Impacts"
"42 Wholesale Trade",0.339026791409323,"Park_MA","Indirect & Induced Impacts"
"44-45 Retail Trade",1.33714426030816,"Park_MA","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",1.64068719970907,"Park_MA","Indirect & Induced Impacts"
"51 Information",11.273707546111,"Park_MA","Indirect & Induced Impacts"
"52 Finance and Insurance",2.73471537912734,"Park_MA","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",3.90148056001984,"Park_MA","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",3.39368430272043,"Park_MA","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.195933827663891,"Park_MA","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",3.50365549947304,"Park_MA","Indirect & Induced Impacts"
"61 Educational Services",0.546984608745399,"Park_MA","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",1.4953422829272,"Park_MA","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",10.745915010959,"Park_MA","Indirect & Induced Impacts"
"72 Accommodation and Food Services",1.58026440933954,"Park_MA","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",1.2202813982942,"Park_MA","Indirect & Induced Impacts"
"9A Government Enterprises",0.263145853805494,"Park_MA","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00515287175271466,"Ravalli","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00026021877252722,"Ravalli","All Impacts"
"22 Utilities",0.00482566622167838,"Ravalli","All Impacts"
"23 Construction",0.0162151128200609,"Ravalli","All Impacts"
"31-33 Manufacturing",0.00413609710584382,"Ravalli","All Impacts"
"42 Wholesale Trade",0.0172631923242444,"Ravalli","All Impacts"
"44-45 Retail Trade",0.0810081143601844,"Ravalli","All Impacts"
"48-49 Transportation and Warehousing",0.0726459239268538,"Ravalli","All Impacts"
"51 Information",2.382868975957,"Ravalli","All Impacts"
"52 Finance and Insurance",0.129183945827136,"Ravalli","All Impacts"
"53 Real Estate and Rental and Leasing",0.195062748016291,"Ravalli","All Impacts"
"54 Professional, Scientific, and Technical Services",0.157650385828661,"Ravalli","All Impacts"
"55 Management of Companies and Enterprises",0.00700555497358396,"Ravalli","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.158797530617807,"Ravalli","All Impacts"
"61 Educational Services",0.00907722363639555,"Ravalli","All Impacts"
"62 Health Care and Social Assistance",0.0884164666295975,"Ravalli","All Impacts"
"71 Arts, Entertainment, and Recreation",0.265522568000185,"Ravalli","All Impacts"
"72 Accommodation and Food Services",0.0715333831770575,"Ravalli","All Impacts"
"81 Other Services (except Public Administration)",0.0793285824410219,"Ravalli","All Impacts"
"9A Government Enterprises",0.0105286202316602,"Ravalli","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00515287175271466,"Ravalli","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00026021877252722,"Ravalli","Indirect & Induced Impacts"
"22 Utilities",0.00482566622167838,"Ravalli","Indirect & Induced Impacts"
"23 Construction",0.0162151128200609,"Ravalli","Indirect & Induced Impacts"
"31-33 Manufacturing",0.00413609710584382,"Ravalli","Indirect & Induced Impacts"
"42 Wholesale Trade",0.0172631923242444,"Ravalli","Indirect & Induced Impacts"
"44-45 Retail Trade",0.0810081143601844,"Ravalli","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.0726459239268538,"Ravalli","Indirect & Induced Impacts"
"51 Information",0.3173020888851,"Ravalli","Indirect & Induced Impacts"
"52 Finance and Insurance",0.129183945827136,"Ravalli","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.195062748016291,"Ravalli","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.157650385828661,"Ravalli","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.00700555497358396,"Ravalli","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.158797530617807,"Ravalli","Indirect & Induced Impacts"
"61 Educational Services",0.00907722363639555,"Ravalli","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.0884164666295975,"Ravalli","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.265522568000185,"Ravalli","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.0715333831770575,"Ravalli","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.0793285824410219,"Ravalli","Indirect & Induced Impacts"
"9A Government Enterprises",0.0105286202316602,"Ravalli","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.0305876363582741,"Ravalli_MA","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0025076815410771,"Ravalli_MA","All Impacts"
"22 Utilities",0.0290892755973936,"Ravalli_MA","All Impacts"
"23 Construction",0.0959776834215775,"Ravalli_MA","All Impacts"
"31-33 Manufacturing",0.0264010202893075,"Ravalli_MA","All Impacts"
"42 Wholesale Trade",0.103944410538778,"Ravalli_MA","All Impacts"
"44-45 Retail Trade",0.485194786644787,"Ravalli_MA","All Impacts"
"48-49 Transportation and Warehousing",0.433706515591527,"Ravalli_MA","All Impacts"
"51 Information",14.033543635479,"Ravalli_MA","All Impacts"
"52 Finance and Insurance",0.764890836113455,"Ravalli_MA","All Impacts"
"53 Real Estate and Rental and Leasing",1.16107396759071,"Ravalli_MA","All Impacts"
"54 Professional, Scientific, and Technical Services",0.936463788963989,"Ravalli_MA","All Impacts"
"55 Management of Companies and Enterprises",0.0417155690202498,"Ravalli_MA","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.947427969604938,"Ravalli_MA","All Impacts"
"61 Educational Services",0.0540540647911306,"Ravalli_MA","All Impacts"
"62 Health Care and Social Assistance",0.525136133111149,"Ravalli_MA","All Impacts"
"71 Arts, Entertainment, and Recreation",1.56945259032246,"Ravalli_MA","All Impacts"
"72 Accommodation and Food Services",0.424087920493786,"Ravalli_MA","All Impacts"
"81 Other Services (except Public Administration)",0.473672671170119,"Ravalli_MA","All Impacts"
"9A Government Enterprises",0.0624194398681075,"Ravalli_MA","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.0305876363582741,"Ravalli_MA","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0025076815410771,"Ravalli_MA","Indirect & Induced Impacts"
"22 Utilities",0.0290892755973936,"Ravalli_MA","Indirect & Induced Impacts"
"23 Construction",0.0959776834215775,"Ravalli_MA","Indirect & Induced Impacts"
"31-33 Manufacturing",0.0264010202893075,"Ravalli_MA","Indirect & Induced Impacts"
"42 Wholesale Trade",0.103944410538778,"Ravalli_MA","Indirect & Induced Impacts"
"44-45 Retail Trade",0.485194786644787,"Ravalli_MA","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.433706515591527,"Ravalli_MA","Indirect & Induced Impacts"
"51 Information",1.87026574752545,"Ravalli_MA","Indirect & Induced Impacts"
"52 Finance and Insurance",0.764890836113455,"Ravalli_MA","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",1.16107396759071,"Ravalli_MA","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.936463788963989,"Ravalli_MA","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.0417155690202498,"Ravalli_MA","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.947427969604938,"Ravalli_MA","Indirect & Induced Impacts"
"61 Educational Services",0.0540540647911306,"Ravalli_MA","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.525136133111149,"Ravalli_MA","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",1.56945259032246,"Ravalli_MA","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.424087920493786,"Ravalli_MA","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.473672671170119,"Ravalli_MA","Indirect & Induced Impacts"
"9A Government Enterprises",0.0624194398681075,"Ravalli_MA","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00837769537574522,"Rest of MT","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00419431798409423,"Rest of MT","All Impacts"
"22 Utilities",0.0177678758204802,"Rest of MT","All Impacts"
"23 Construction",0.0481986162573798,"Rest of MT","All Impacts"
"31-33 Manufacturing",0.0189947959665846,"Rest of MT","All Impacts"
"42 Wholesale Trade",0.0538829242369699,"Rest of MT","All Impacts"
"44-45 Retail Trade",0.330206944267562,"Rest of MT","All Impacts"
"48-49 Transportation and Warehousing",0.296542150112537,"Rest of MT","All Impacts"
"51 Information",8.79378844029384,"Rest of MT","All Impacts"
"52 Finance and Insurance",0.468929227493156,"Rest of MT","All Impacts"
"53 Real Estate and Rental and Leasing",0.610410445316817,"Rest of MT","All Impacts"
"54 Professional, Scientific, and Technical Services",0.572490723242618,"Rest of MT","All Impacts"
"55 Management of Companies and Enterprises",0.0176010920409761,"Rest of MT","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.482588093825282,"Rest of MT","All Impacts"
"61 Educational Services",0.0575255497971249,"Rest of MT","All Impacts"
"62 Health Care and Social Assistance",0.357630590542866,"Rest of MT","All Impacts"
"71 Arts, Entertainment, and Recreation",1.42002350311015,"Rest of MT","All Impacts"
"72 Accommodation and Food Services",0.31074016169788,"Rest of MT","All Impacts"
"81 Other Services (except Public Administration)",0.283271219450424,"Rest of MT","All Impacts"
"9A Government Enterprises",0.0566171141162452,"Rest of MT","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00837769537574522,"Rest of MT","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00419431798409423,"Rest of MT","Indirect & Induced Impacts"
"22 Utilities",0.0177678758204802,"Rest of MT","Indirect & Induced Impacts"
"23 Construction",0.0481986162573798,"Rest of MT","Indirect & Induced Impacts"
"31-33 Manufacturing",0.0189947959665846,"Rest of MT","Indirect & Induced Impacts"
"42 Wholesale Trade",0.0538829242369699,"Rest of MT","Indirect & Induced Impacts"
"44-45 Retail Trade",0.330206944267562,"Rest of MT","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.296542150112537,"Rest of MT","Indirect & Induced Impacts"
"51 Information",1.71484479272583,"Rest of MT","Indirect & Induced Impacts"
"52 Finance and Insurance",0.468929227493156,"Rest of MT","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.610410445316817,"Rest of MT","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.572490723242618,"Rest of MT","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.0176010920409761,"Rest of MT","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.482588093825282,"Rest of MT","Indirect & Induced Impacts"
"61 Educational Services",0.0575255497971249,"Rest of MT","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.357630590542866,"Rest of MT","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",1.42002350311015,"Rest of MT","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.31074016169788,"Rest of MT","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.283271219450424,"Rest of MT","Indirect & Induced Impacts"
"9A Government Enterprises",0.0566171141162452,"Rest of MT","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00251173809602264,"Rest of MT_MA","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00119060966662363,"Rest of MT_MA","All Impacts"
"22 Utilities",0.00527934677151798,"Rest of MT_MA","All Impacts"
"23 Construction",0.0141405587902015,"Rest of MT_MA","All Impacts"
"31-33 Manufacturing",0.00571561722367569,"Rest of MT_MA","All Impacts"
"42 Wholesale Trade",0.0151696554977503,"Rest of MT_MA","All Impacts"
"44-45 Retail Trade",0.0986616176459754,"Rest of MT_MA","All Impacts"
"48-49 Transportation and Warehousing",0.0883256751150423,"Rest of MT_MA","All Impacts"
"51 Information",2.65906906101024,"Rest of MT_MA","All Impacts"
"52 Finance and Insurance",0.14037774762766,"Rest of MT_MA","All Impacts"
"53 Real Estate and Rental and Leasing",0.183544956767331,"Rest of MT_MA","All Impacts"
"54 Professional, Scientific, and Technical Services",0.170625399599441,"Rest of MT_MA","All Impacts"
"55 Management of Companies and Enterprises",0.00519983705507232,"Rest of MT_MA","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.143129454457681,"Rest of MT_MA","All Impacts"
"61 Educational Services",0.0172365621085903,"Rest of MT_MA","All Impacts"
"62 Health Care and Social Assistance",0.106925475403697,"Rest of MT_MA","All Impacts"
"71 Arts, Entertainment, and Recreation",0.427555568869087,"Rest of MT_MA","All Impacts"
"72 Accommodation and Food Services",0.0911462356950914,"Rest of MT_MA","All Impacts"
"81 Other Services (except Public Administration)",0.0840770706390551,"Rest of MT_MA","All Impacts"
"9A Government Enterprises",0.0167710502229274,"Rest of MT_MA","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.00251173809602264,"Rest of MT_MA","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.00119060966662363,"Rest of MT_MA","Indirect & Induced Impacts"
"22 Utilities",0.00527934677151798,"Rest of MT_MA","Indirect & Induced Impacts"
"23 Construction",0.0141405587902015,"Rest of MT_MA","Indirect & Induced Impacts"
