"NAICS_2","FTE","EventGroup","table"
"31-33 Manufacturing",0.00571561722367569,"Rest of MT_MA","Indirect & Induced Impacts"
"42 Wholesale Trade",0.0151696554977503,"Rest of MT_MA","Indirect & Induced Impacts"
"44-45 Retail Trade",0.0986616176459754,"Rest of MT_MA","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.0883256751150423,"Rest of MT_MA","Indirect & Induced Impacts"
"51 Information",0.517650285513658,"Rest of MT_MA","Indirect & Induced Impacts"
"52 Finance and Insurance",0.14037774762766,"Rest of MT_MA","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.183544956767331,"Rest of MT_MA","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.170625399599441,"Rest of MT_MA","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.00519983705507232,"Rest of MT_MA","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.143129454457681,"Rest of MT_MA","Indirect & Induced Impacts"
"61 Educational Services",0.0172365621085903,"Rest of MT_MA","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.106925475403697,"Rest of MT_MA","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.427555568869087,"Rest of MT_MA","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.0911462356950914,"Rest of MT_MA","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.0840770706390551,"Rest of MT_MA","Indirect & Induced Impacts"
"9A Government Enterprises",0.0167710502229274,"Rest of MT_MA","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.000278730713903472,"Silver Bow","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.000100030995050035,"Silver Bow","All Impacts"
"22 Utilities",0.000861026784070058,"Silver Bow","All Impacts"
"23 Construction",0.00242195521931635,"Silver Bow","All Impacts"
"31-33 Manufacturing",0.000486169433364684,"Silver Bow","All Impacts"
"42 Wholesale Trade",0.0049022440359038,"Silver Bow","All Impacts"
"44-45 Retail Trade",0.0196983100008552,"Silver Bow","All Impacts"
"48-49 Transportation and Warehousing",0.0101952416151771,"Silver Bow","All Impacts"
"51 Information",0.35989432640844,"Silver Bow","All Impacts"
"52 Finance and Insurance",0.0200347820862021,"Silver Bow","All Impacts"
"53 Real Estate and Rental and Leasing",0.0287028509600229,"Silver Bow","All Impacts"
"54 Professional, Scientific, and Technical Services",0.0242934945866265,"Silver Bow","All Impacts"
"55 Management of Companies and Enterprises",0.00197890143443844,"Silver Bow","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.0280001254806027,"Silver Bow","All Impacts"
"61 Educational Services",0.00464781794461182,"Silver Bow","All Impacts"
"62 Health Care and Social Assistance",0.0279815278265019,"Silver Bow","All Impacts"
"71 Arts, Entertainment, and Recreation",0.0793391175670758,"Silver Bow","All Impacts"
"72 Accommodation and Food Services",0.0182326863579048,"Silver Bow","All Impacts"
"81 Other Services (except Public Administration)",0.0143348920790858,"Silver Bow","All Impacts"
"9A Government Enterprises",0.00191235023292415,"Silver Bow","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.000278730713903472,"Silver Bow","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.000100030995050035,"Silver Bow","Indirect & Induced Impacts"
"22 Utilities",0.000861026784070058,"Silver Bow","Indirect & Induced Impacts"
"23 Construction",0.00242195521931635,"Silver Bow","Indirect & Induced Impacts"
"31-33 Manufacturing",0.000486169433364684,"Silver Bow","Indirect & Induced Impacts"
"42 Wholesale Trade",0.0049022440359038,"Silver Bow","Indirect & Induced Impacts"
"44-45 Retail Trade",0.0196983100008552,"Silver Bow","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.0101952416151771,"Silver Bow","Indirect & Induced Impacts"
"51 Information",0.0557140188039671,"Silver Bow","Indirect & Induced Impacts"
"52 Finance and Insurance",0.0200347820862021,"Silver Bow","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.0287028509600229,"Silver Bow","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.0242934945866265,"Silver Bow","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.00197890143443844,"Silver Bow","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.0280001254806027,"Silver Bow","Indirect & Induced Impacts"
"61 Educational Services",0.00464781794461182,"Silver Bow","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.0279815278265019,"Silver Bow","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.0793391175670758,"Silver Bow","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.0182326863579048,"Silver Bow","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.0143348920790858,"Silver Bow","Indirect & Induced Impacts"
"9A Government Enterprises",0.00191235023292415,"Silver Bow","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.0626396660710866,"Silver Bow_MA","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0265621586202243,"Silver Bow_MA","All Impacts"
"22 Utilities",0.18151765641677,"Silver Bow_MA","All Impacts"
"23 Construction",0.549402037379674,"Silver Bow_MA","All Impacts"
"31-33 Manufacturing",0.126498819694214,"Silver Bow_MA","All Impacts"
"42 Wholesale Trade",1.00665796168219,"Silver Bow_MA","All Impacts"
"44-45 Retail Trade",3.99628528955931,"Silver Bow_MA","All Impacts"
"48-49 Transportation and Warehousing",2.10561889070847,"Silver Bow_MA","All Impacts"
"51 Information",71.2025666131456,"Silver Bow_MA","All Impacts"
"52 Finance and Insurance",4.16104338009887,"Silver Bow_MA","All Impacts"
"53 Real Estate and Rental and Leasing",5.76624340546189,"Silver Bow_MA","All Impacts"
"54 Professional, Scientific, and Technical Services",5.01250030054762,"Silver Bow_MA","All Impacts"
"55 Management of Companies and Enterprises",0.399934442249374,"Silver Bow_MA","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",5.99673415416647,"Silver Bow_MA","All Impacts"
"61 Educational Services",1.0440888648551,"Silver Bow_MA","All Impacts"
"62 Health Care and Social Assistance",5.64735313951356,"Silver Bow_MA","All Impacts"
"71 Arts, Entertainment, and Recreation",15.7891372261233,"Silver Bow_MA","All Impacts"
"72 Accommodation and Food Services",3.68570538082168,"Silver Bow_MA","All Impacts"
"81 Other Services (except Public Administration)",3.07966620510179,"Silver Bow_MA","All Impacts"
"9A Government Enterprises",0.392665866789485,"Silver Bow_MA","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.0626396660710866,"Silver Bow_MA","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0265621586202243,"Silver Bow_MA","Indirect & Induced Impacts"
"22 Utilities",0.18151765641677,"Silver Bow_MA","Indirect & Induced Impacts"
"23 Construction",0.549402037379674,"Silver Bow_MA","Indirect & Induced Impacts"
"31-33 Manufacturing",0.126498819694214,"Silver Bow_MA","Indirect & Induced Impacts"
"42 Wholesale Trade",1.00665796168219,"Silver Bow_MA","Indirect & Induced Impacts"
"44-45 Retail Trade",3.99628528955931,"Silver Bow_MA","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",2.10561889070847,"Silver Bow_MA","Indirect & Induced Impacts"
"51 Information",11.1658724105054,"Silver Bow_MA","Indirect & Induced Impacts"
"52 Finance and Insurance",4.16104338009887,"Silver Bow_MA","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",5.76624340546189,"Silver Bow_MA","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",5.01250030054762,"Silver Bow_MA","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.399934442249374,"Silver Bow_MA","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",5.99673415416647,"Silver Bow_MA","Indirect & Induced Impacts"
"61 Educational Services",1.0440888648551,"Silver Bow_MA","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",5.64735313951356,"Silver Bow_MA","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",15.7891372261233,"Silver Bow_MA","Indirect & Induced Impacts"
"72 Accommodation and Food Services",3.68570538082168,"Silver Bow_MA","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",3.07966620510179,"Silver Bow_MA","Indirect & Induced Impacts"
"9A Government Enterprises",0.392665866789485,"Silver Bow_MA","Indirect & Induced Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.000131261505158299,"Yellowstone","All Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0000370551943444409,"Yellowstone","All Impacts"
"22 Utilities",0.000603884006030821,"Yellowstone","All Impacts"
"23 Construction",0.00130762286978949,"Yellowstone","All Impacts"
"31-33 Manufacturing",0.000833215583637283,"Yellowstone","All Impacts"
"42 Wholesale Trade",0.00335834031988179,"Yellowstone","All Impacts"
"44-45 Retail Trade",0.0131804920298638,"Yellowstone","All Impacts"
"48-49 Transportation and Warehousing",0.011311347629625,"Yellowstone","All Impacts"
"51 Information",0.347248415675542,"Yellowstone","All Impacts"
"52 Finance and Insurance",0.018927346343764,"Yellowstone","All Impacts"
"53 Real Estate and Rental and Leasing",0.0215660380111102,"Yellowstone","All Impacts"
"54 Professional, Scientific, and Technical Services",0.0189589393899078,"Yellowstone","All Impacts"
"55 Management of Companies and Enterprises",0.00122855264547506,"Yellowstone","All Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.0200246111123131,"Yellowstone","All Impacts"
"61 Educational Services",0.00301410474799924,"Yellowstone","All Impacts"
"62 Health Care and Social Assistance",0.0158897072692664,"Yellowstone","All Impacts"
"71 Arts, Entertainment, and Recreation",0.0546301552811473,"Yellowstone","All Impacts"
"72 Accommodation and Food Services",0.0124666662240387,"Yellowstone","All Impacts"
"81 Other Services (except Public Administration)",0.0107189693294222,"Yellowstone","All Impacts"
"9A Government Enterprises",0.00125806995494799,"Yellowstone","All Impacts"
"11 Agriculture, Forestry, Fishing and Hunting",0.000131261505158299,"Yellowstone","Indirect & Induced Impacts"
"21 Mining, Quarrying, and Oil and Gas Extraction",0.0000370551943444409,"Yellowstone","Indirect & Induced Impacts"
"22 Utilities",0.000603884006030821,"Yellowstone","Indirect & Induced Impacts"
"23 Construction",0.00130762286978949,"Yellowstone","Indirect & Induced Impacts"
"31-33 Manufacturing",0.000833215583637283,"Yellowstone","Indirect & Induced Impacts"
"42 Wholesale Trade",0.00335834031988179,"Yellowstone","Indirect & Induced Impacts"
"44-45 Retail Trade",0.0131804920298638,"Yellowstone","Indirect & Induced Impacts"
"48-49 Transportation and Warehousing",0.011311347629625,"Yellowstone","Indirect & Induced Impacts"
"51 Information",0.0511618471625233,"Yellowstone","Indirect & Induced Impacts"
"52 Finance and Insurance",0.018927346343764,"Yellowstone","Indirect & Induced Impacts"
"53 Real Estate and Rental and Leasing",0.0215660380111102,"Yellowstone","Indirect & Induced Impacts"
"54 Professional, Scientific, and Technical Services",0.0189589393899078,"Yellowstone","Indirect & Induced Impacts"
"55 Management of Companies and Enterprises",0.00122855264547506,"Yellowstone","Indirect & Induced Impacts"
"56 Administrative and Support and Waste Management and Remediation Services",0.0200246111123131,"Yellowstone","Indirect & Induced Impacts"
"61 Educational Services",0.00301410474799924,"Yellowstone","Indirect & Induced Impacts"
"62 Health Care and Social Assistance",0.0158897072692664,"Yellowstone","Indirect & Induced Impacts"
"71 Arts, Entertainment, and Recreation",0.0546301552811473,"Yellowstone","Indirect & Induced Impacts"
"72 Accommodation and Food Services",0.0124666662240387,"Yellowstone","Indirect & Induced Impacts"
"81 Other Services (except Public Administration)",0.0107189693294222,"Yellowstone","Indirect & Induced Impacts"
"9A Government Enterprises",0.00125806995494799,"Yellowstone","Indirect & Induced Impacts"
