"EventGroup","ImpactType","value","geography","table"
"Cascade_MA","Direct",296443.002448286,"Cascade County, MT (2024)","Impact"
"Cascade_MA","Indirect",150782.650844835,"Cascade County, MT (2024)","Impact"
"Cascade_MA","Induced",50996.1287355175,"Cascade County, MT (2024)","Impact"
"Gallatin","Indirect",110.964213685369,"Cascade County, MT (2024)","Impact"
"Gallatin","Induced",72.2917113639441,"Cascade County, MT (2024)","Impact"
"Gallatin_MA","Indirect",3603.99460838668,"Cascade County, MT (2024)","Impact"
"Gallatin_MA","Induced",2043.2719538576,"Cascade County, MT (2024)","Impact"
"Glacier","Indirect",3572.1914027842,"Cascade County, MT (2024)","Impact"
"Glacier","Induced",565.992153396262,"Cascade County, MT (2024)","Impact"
"Lewis and Clark","Indirect",1365.84835653651,"Cascade County, MT (2024)","Impact"
"Lewis and Clark","Induced",684.378480729502,"Cascade County, MT (2024)","Impact"
"Lewis and Clark_MA","Indirect",30771.0561912943,"Cascade County, MT (2024)","Impact"
"Lewis and Clark_MA","Induced",15545.4231007523,"Cascade County, MT (2024)","Impact"
"Missoula","Indirect",1086.55910290809,"Cascade County, MT (2024)","Impact"
"Missoula","Induced",501.432092368165,"Cascade County, MT (2024)","Impact"
"Missoula_MA","Indirect",21162.5408305283,"Cascade County, MT (2024)","Impact"
"Missoula_MA","Induced",9287.21064506425,"Cascade County, MT (2024)","Impact"
"Park_MA","Indirect",2606.37123973287,"Cascade County, MT (2024)","Impact"
"Park_MA","Induced",1212.18249313927,"Cascade County, MT (2024)","Impact"
"Ravalli","Indirect",606.088788949542,"Cascade County, MT (2024)","Impact"
"Ravalli","Induced",27.5994498804901,"Cascade County, MT (2024)","Impact"
"Ravalli_MA","Indirect",3809.06985405662,"Cascade County, MT (2024)","Impact"
"Ravalli_MA","Induced",173.425649906225,"Cascade County, MT (2024)","Impact"
"Rest of MT","Indirect",2442.0273296172,"Cascade County, MT (2024)","Impact"
"Rest of MT","Induced",2209.84692739609,"Cascade County, MT (2024)","Impact"
"Rest of MT_MA","Indirect",550.218392081176,"Cascade County, MT (2024)","Impact"
"Rest of MT_MA","Induced",590.937857142663,"Cascade County, MT (2024)","Impact"
"Silver Bow_MA","Indirect",38408.2419423674,"Cascade County, MT (2024)","Impact"
"Silver Bow_MA","Induced",15138.3937640516,"Cascade County, MT (2024)","Impact"
"Beaverhead_MA","Indirect",109587.362327656,"Gallatin County, MT (2024)","Impact"
"Beaverhead_MA","Induced",27193.4488208957,"Gallatin County, MT (2024)","Impact"
"Cascade","Indirect",5144.58689334166,"Gallatin County, MT (2024)","Impact"
"Cascade","Induced",884.437567941757,"Gallatin County, MT (2024)","Impact"
"Cascade_MA","Indirect",4389.80639784388,"Gallatin County, MT (2024)","Impact"
"Cascade_MA","Induced",754.678611662508,"Gallatin County, MT (2024)","Impact"
"Gallatin","Direct",761856.543174784,"Gallatin County, MT (2024)","Impact"
"Gallatin","Indirect",428395.499418337,"Gallatin County, MT (2024)","Impact"
"Gallatin","Induced",168983.852991128,"Gallatin County, MT (2024)","Impact"
"Gallatin_MA","Direct",7503450.62028819,"Gallatin County, MT (2024)","Impact"
"Gallatin_MA","Indirect",4235192.16388338,"Gallatin County, MT (2024)","Impact"
"Gallatin_MA","Induced",1668435.49319168,"Gallatin County, MT (2024)","Impact"
"Glacier","Indirect",3222.80866239579,"Gallatin County, MT (2024)","Impact"
"Glacier","Induced",367.724317158662,"Gallatin County, MT (2024)","Impact"
"Lewis and Clark","Indirect",1445.35997256275,"Gallatin County, MT (2024)","Impact"
"Lewis and Clark","Induced",402.99582597913,"Gallatin County, MT (2024)","Impact"
"Lewis and Clark_MA","Indirect",29832.2459899934,"Gallatin County, MT (2024)","Impact"
"Lewis and Clark_MA","Induced",8653.75284338584,"Gallatin County, MT (2024)","Impact"
"Madison","Induced",4256.42475908343,"Gallatin County, MT (2024)","Impact"
"Missoula","Indirect",1258.00759859578,"Gallatin County, MT (2024)","Impact"
"Missoula","Induced",259.184957183678,"Gallatin County, MT (2024)","Impact"
"Missoula_MA","Indirect",27809.6132811058,"Gallatin County, MT (2024)","Impact"
"Missoula_MA","Induced",6276.93729371147,"Gallatin County, MT (2024)","Impact"
"Park","Indirect",399428.120938907,"Gallatin County, MT (2024)","Impact"
"Park","Induced",66495.0451652166,"Gallatin County, MT (2024)","Impact"
"Park_MA","Indirect",4498406.54948595,"Gallatin County, MT (2024)","Impact"
"Park_MA","Induced",752096.553330776,"Gallatin County, MT (2024)","Impact"
"Ravalli","Indirect",186.415502433971,"Gallatin County, MT (2024)","Impact"
"Ravalli","Induced",40.7588495131791,"Gallatin County, MT (2024)","Impact"
"Ravalli_MA","Indirect",1664.06561446679,"Gallatin County, MT (2024)","Impact"
"Ravalli_MA","Induced",423.318791575487,"Gallatin County, MT (2024)","Impact"
"Rest of MT","Indirect",18249.2198562777,"Gallatin County, MT (2024)","Impact"
"Rest of MT","Induced",4268.263208362,"Gallatin County, MT (2024)","Impact"
"Rest of MT_MA","Indirect",5146.21196481542,"Gallatin County, MT (2024)","Impact"
"Rest of MT_MA","Induced",1170.78441962121,"Gallatin County, MT (2024)","Impact"
"Silver Bow","Indirect",862.52067553816,"Gallatin County, MT (2024)","Impact"
"Silver Bow","Induced",211.276260046938,"Gallatin County, MT (2024)","Impact"
"Silver Bow_MA","Indirect",280563.052458332,"Gallatin County, MT (2024)","Impact"
"Silver Bow_MA","Induced",77713.7530032483,"Gallatin County, MT (2024)","Impact"
"Yellowstone","Indirect",1143.77733195877,"Gallatin County, MT (2024)","Impact"
"Yellowstone","Induced",184.984438251979,"Gallatin County, MT (2024)","Impact"
"Beaverhead_MA","Indirect",11683.9039781874,"Lewis and Clark County, MT (2024)","Impact"
"Beaverhead_MA","Induced",2420.17796152198,"Lewis and Clark County, MT (2024)","Impact"
"Cascade","Indirect",4059.73041320386,"Lewis and Clark County, MT (2024)","Impact"
"Cascade","Induced",1088.61599136957,"Lewis and Clark County, MT (2024)","Impact"
"Cascade_MA","Indirect",3464.11303976009,"Lewis and Clark County, MT (2024)","Impact"
"Cascade_MA","Induced",928.901298157537,"Lewis and Clark County, MT (2024)","Impact"
"Gallatin","Indirect",1409.96682133099,"Lewis and Clark County, MT (2024)","Impact"
"Gallatin","Induced",579.708594467351,"Lewis and Clark County, MT (2024)","Impact"
"Gallatin_MA","Indirect",14938.0013053784,"Lewis and Clark County, MT (2024)","Impact"
"Gallatin_MA","Induced",5913.33308147779,"Lewis and Clark County, MT (2024)","Impact"
"Glacier","Indirect",3061.20282264421,"Lewis and Clark County, MT (2024)","Impact"
"Glacier","Induced",599.202666447391,"Lewis and Clark County, MT (2024)","Impact"
"Lewis and Clark","Direct",157248.045911677,"Lewis and Clark County, MT (2024)","Impact"
"Lewis and Clark","Indirect",83598.0686337972,"Lewis and Clark County, MT (2024)","Impact"
"Lewis and Clark","Induced",36279.6010923282,"Lewis and Clark County, MT (2024)","Impact"
"Lewis and Clark_MA","Direct",2880150.4227781,"Lewis and Clark County, MT (2024)","Impact"
"Lewis and Clark_MA","Indirect",1531179.6806321,"Lewis and Clark County, MT (2024)","Impact"
"Lewis and Clark_MA","Induced",664496.069369156,"Lewis and Clark County, MT (2024)","Impact"
"Missoula","Indirect",1729.35552946552,"Lewis and Clark County, MT (2024)","Impact"
"Missoula","Induced",395.779968768036,"Lewis and Clark County, MT (2024)","Impact"
"Missoula_MA","Indirect",31783.5939160048,"Lewis and Clark County, MT (2024)","Impact"
"Missoula_MA","Induced",9101.66797149317,"Lewis and Clark County, MT (2024)","Impact"
"Park","Indirect",1027.96267051351,"Lewis and Clark County, MT (2024)","Impact"
"Park","Induced",439.039460382658,"Lewis and Clark County, MT (2024)","Impact"
"Park_MA","Indirect",14076.6899152867,"Lewis and Clark County, MT (2024)","Impact"
"Park_MA","Induced",6796.21461043547,"Lewis and Clark County, MT (2024)","Impact"
"Ravalli","Indirect",339.355061321595,"Lewis and Clark County, MT (2024)","Impact"
"Ravalli","Induced",96.1112472415113,"Lewis and Clark County, MT (2024)","Impact"
"Ravalli_MA","Indirect",2421.4624887849,"Lewis and Clark County, MT (2024)","Impact"
"Ravalli_MA","Induced",637.283081167034,"Lewis and Clark County, MT (2024)","Impact"
"Rest of MT","Indirect",5649.36977296146,"Lewis and Clark County, MT (2024)","Impact"
"Rest of MT","Induced",2336.79083535476,"Lewis and Clark County, MT (2024)","Impact"
"Rest of MT_MA","Indirect",1498.81816276635,"Lewis and Clark County, MT (2024)","Impact"
"Rest of MT_MA","Induced",653.688218095533,"Lewis and Clark County, MT (2024)","Impact"
"Silver Bow","Indirect",624.878622837089,"Lewis and Clark County, MT (2024)","Impact"
"Silver Bow","Induced",217.563049908229,"Lewis and Clark County, MT (2024)","Impact"
"Silver Bow_MA","Indirect",152566.6563371,"Lewis and Clark County, MT (2024)","Impact"
"Silver Bow_MA","Induced",49789.7518678373,"Lewis and Clark County, MT (2024)","Impact"
"Beaverhead_MA","Indirect",25482.0578563341,"Madison County, MT (2024)","Impact"
"Beaverhead_MA","Induced",19287.1583696265,"Madison County, MT (2024)","Impact"
"Gallatin","Indirect",13221.5584234455,"Madison County, MT (2024)","Impact"
"Gallatin","Induced",1948.94871756011,"Madison County, MT (2024)","Impact"
"Gallatin_MA","Indirect",133407.985001678,"Madison County, MT (2024)","Impact"
"Gallatin_MA","Induced",19572.492061495,"Madison County, MT (2024)","Impact"
"Lewis and Clark_MA","Indirect",133.675466721337,"Madison County, MT (2024)","Impact"
"Lewis and Clark_MA","Induced",588.994650895225,"Madison County, MT (2024)","Impact"
"Madison","Direct",62979.2892447477,"Madison County, MT (2024)","Impact"
"Madison","Indirect",16972.3166845577,"Madison County, MT (2024)","Impact"
"Madison","Induced",9205.98769015093,"Madison County, MT (2024)","Impact"
"Missoula","Induced",130.313125104689,"Madison County, MT (2024)","Impact"
"Missoula_MA","Indirect",202.727550791079,"Madison County, MT (2024)","Impact"
"Missoula_MA","Induced",2244.66733093847,"Madison County, MT (2024)","Impact"
"Park","Indirect",4929.04709695535,"Madison County, MT (2024)","Impact"
"Park","Induced",703.365911009517,"Madison County, MT (2024)","Impact"
"Park_MA","Indirect",56440.1022950771,"Madison County, MT (2024)","Impact"
"Park_MA","Induced",8044.92223942978,"Madison County, MT (2024)","Impact"
"Rest of MT","Indirect",189.069753898758,"Madison County, MT (2024)","Impact"
"Rest of MT","Induced",206.069999350922,"Madison County, MT (2024)","Impact"
"Rest of MT_MA","Induced",55.7647642858715,"Madison County, MT (2024)","Impact"
"Silver Bow","Indirect",151.321100338673,"Madison County, MT (2024)","Impact"
"Silver Bow","Induced",88.1623538912852,"Madison County, MT (2024)","Impact"
"Silver Bow_MA","Indirect",40245.1808383271,"Madison County, MT (2024)","Impact"
"Silver Bow_MA","Induced",19300.1620620538,"Madison County, MT (2024)","Impact"
"Beaverhead_MA","Indirect",1811.11755179652,"Park County, MT (2024)","Impact"
"Beaverhead_MA","Induced",342.373894292186,"Park County, MT (2024)","Impact"
"Gallatin","Indirect",28825.761014298,"Park County, MT (2024)","Impact"
"Gallatin","Induced",3552.7733112284,"Park County, MT (2024)","Impact"
"Gallatin_MA","Indirect",294561.240199708,"Park County, MT (2024)","Impact"
"Gallatin_MA","Induced",36846.7161306108,"Park County, MT (2024)","Impact"
"Lewis and Clark_MA","Induced",188.583236451464,"Park County, MT (2024)","Impact"
"Madison","Induced",142.286575301093,"Park County, MT (2024)","Impact"
"Missoula_MA","Indirect",461.752484033896,"Park County, MT (2024)","Impact"
"Missoula_MA","Induced",845.344270697824,"Park County, MT (2024)","Impact"
"Park","Direct",745550.736459569,"Park County, MT (2024)","Impact"
"Park","Indirect",310430.387787175,"Park County, MT (2024)","Impact"
"Park","Induced",44483.1406696343,"Park County, MT (2024)","Impact"
"Park_MA","Direct",8337952.03685762,"Park County, MT (2024)","Impact"
"Park_MA","Indirect",3481116.33466936,"Park County, MT (2024)","Impact"
"Park_MA","Induced",498885.001985196,"Park County, MT (2024)","Impact"
"Rest of MT","Indirect",5955.8541087999,"Park County, MT (2024)","Impact"
"Rest of MT","Induced",1004.32201372449,"Park County, MT (2024)","Impact"
"Rest of MT_MA","Indirect",1708.54433871023,"Park County, MT (2024)","Impact"
"Rest of MT_MA","Induced",287.812011029082,"Park County, MT (2024)","Impact"
"Silver Bow_MA","Indirect",3170.25161048553,"Park County, MT (2024)","Impact"
"Silver Bow_MA","Induced",1017.99961378979,"Park County, MT (2024)","Impact"
"Beaverhead_MA","Indirect",3332.64555302352,"Ravalli County, MT (2024)","Impact"
"Beaverhead_MA","Induced",480.842995898392,"Ravalli County, MT (2024)","Impact"
"Gallatin_MA","Induced",320.958955485902,"Ravalli County, MT (2024)","Impact"
"Lewis and Clark_MA","Induced",285.304180285975,"Ravalli County, MT (2024)","Impact"
"Missoula","Indirect",17161.2804587053,"Ravalli County, MT (2024)","Impact"
"Missoula","Induced",30819.7539081562,"Ravalli County, MT (2024)","Impact"
"Missoula_MA","Indirect",301970.453866615,"Ravalli County, MT (2024)","Impact"
"Missoula_MA","Induced",522704.245858108,"Ravalli County, MT (2024)","Impact"
"Park_MA","Induced",131.918104667706,"Ravalli County, MT (2024)","Impact"
"Ravalli","Direct",489106.916563056,"Ravalli County, MT (2024)","Impact"
"Ravalli","Indirect",227566.36543084,"Ravalli County, MT (2024)","Impact"
"Ravalli","Induced",74763.3742250776,"Ravalli County, MT (2024)","Impact"
"Ravalli_MA","Direct",2880150.4227781,"Ravalli County, MT (2024)","Impact"
"Ravalli_MA","Indirect",1340841.91814313,"Ravalli County, MT (2024)","Impact"
"Ravalli_MA","Induced",440602.590780202,"Ravalli County, MT (2024)","Impact"
"Rest of MT","Indirect",128.010737798395,"Ravalli County, MT (2024)","Impact"
"Rest of MT","Induced",540.673588990433,"Ravalli County, MT (2024)","Impact"
"Rest of MT_MA","Induced",118.190724207486,"Ravalli County, MT (2024)","Impact"
"Silver Bow_MA","Indirect",373.93788111471,"Ravalli County, MT (2024)","Impact"
"Silver Bow_MA","Induced",762.133772530185,"Ravalli County, MT (2024)","Impact"
"Beaverhead_MA","Indirect",23773.5965306332,"Rest of MT (2024)","Impact"
"Beaverhead_MA","Induced",7987.76552281393,"Rest of MT (2024)","Impact"
"Cascade","Indirect",7219.30065970212,"Rest of MT (2024)","Impact"
"Cascade","Induced",2150.59165544699,"Rest of MT (2024)","Impact"
"Cascade_MA","Indirect",6160.13158703475,"Rest of MT (2024)","Impact"
"Cascade_MA","Induced",1835.0707654388,"Rest of MT (2024)","Impact"
"Gallatin","Indirect",3387.36821851951,"Rest of MT (2024)","Impact"
"Gallatin","Induced",2699.75423180981,"Rest of MT (2024)","Impact"
"Gallatin_MA","Indirect",45889.0565144562,"Rest of MT (2024)","Impact"
"Gallatin_MA","Induced",30800.505204666,"Rest of MT (2024)","Impact"
"Glacier","Indirect",164354.846050798,"Rest of MT (2024)","Impact"
"Glacier","Induced",28984.6679319641,"Rest of MT (2024)","Impact"
"Lewis and Clark","Indirect",270.59882492996,"Rest of MT (2024)","Impact"
"Lewis and Clark","Induced",5270.49075450731,"Rest of MT (2024)","Impact"
"Lewis and Clark_MA","Indirect",16115.1828491024,"Rest of MT (2024)","Impact"
"Lewis and Clark_MA","Induced",98983.3937018203,"Rest of MT (2024)","Impact"
"Madison","Induced",190.659970497363,"Rest of MT (2024)","Impact"
"Missoula","Indirect",6170.03972157885,"Rest of MT (2024)","Impact"
"Missoula","Induced",10124.157255595,"Rest of MT (2024)","Impact"
"Missoula_MA","Indirect",130993.075366578,"Rest of MT (2024)","Impact"
"Missoula_MA","Induced",178215.707176455,"Rest of MT (2024)","Impact"
"Park","Indirect",24082.7582022036,"Rest of MT (2024)","Impact"
"Park","Induced",4989.38652927158,"Rest of MT (2024)","Impact"
"Park_MA","Indirect",297407.727791598,"Rest of MT (2024)","Impact"
"Park_MA","Induced",61643.8492492113,"Rest of MT (2024)","Impact"
"Ravalli","Indirect",920.67125677574,"Rest of MT (2024)","Impact"
"Ravalli","Induced",516.938490517205,"Rest of MT (2024)","Impact"
"Ravalli_MA","Indirect",8142.65958922735,"Rest of MT (2024)","Impact"
"Ravalli_MA","Induced",3438.26489823408,"Rest of MT (2024)","Impact"
"Rest of MT","Direct",1959918.6605251,"Rest of MT (2024)","Impact"
"Rest of MT","Indirect",1084550.82965102,"Rest of MT (2024)","Impact"
"Rest of MT","Induced",310624.976921669,"Rest of MT (2024)","Impact"
"Rest of MT_MA","Direct",592886.004896572,"Rest of MT (2024)","Impact"
"Rest of MT_MA","Indirect",328029.118455489,"Rest of MT (2024)","Impact"
"Rest of MT_MA","Induced",93847.5834445301,"Rest of MT (2024)","Impact"
"Silver Bow","Indirect",1052.0488947647,"Rest of MT (2024)","Impact"
"Silver Bow","Induced",1402.23295493943,"Rest of MT (2024)","Impact"
"Silver Bow_MA","Indirect",344563.318663097,"Rest of MT (2024)","Impact"
"Silver Bow_MA","Induced",308413.259938185,"Rest of MT (2024)","Impact"
"Yellowstone","Indirect",4095.64232566673,"Rest of MT (2024)","Impact"
"Yellowstone","Induced",912.705080032821,"Rest of MT (2024)","Impact"
"Beaverhead_MA","Indirect",39994.2363746239,"Silver Bow County, MT (2024)","Impact"
"Beaverhead_MA","Induced",19543.6516660185,"Silver Bow County, MT (2024)","Impact"
"Cascade","Indirect",402.862933860274,"Silver Bow County, MT (2024)","Impact"
"Cascade","Induced",92.2496889671902,"Silver Bow County, MT (2024)","Impact"
"Cascade_MA","Indirect",343.757491355204,"Silver Bow County, MT (2024)","Impact"
"Cascade_MA","Induced",78.7154116011518,"Silver Bow County, MT (2024)","Impact"
"Gallatin","Indirect",2028.52596911788,"Silver Bow County, MT (2024)","Impact"
"Gallatin","Induced",478.795161263346,"Silver Bow County, MT (2024)","Impact"
"Gallatin_MA","Indirect",24702.6976715115,"Silver Bow County, MT (2024)","Impact"
"Gallatin_MA","Induced",6489.29356619083,"Silver Bow County, MT (2024)","Impact"
"Glacier","Induced",223.088697191628,"Silver Bow County, MT (2024)","Impact"
"Lewis and Clark","Indirect",257.171412437268,"Silver Bow County, MT (2024)","Impact"
"Lewis and Clark","Induced",240.357969598761,"Silver Bow County, MT (2024)","Impact"
"Lewis and Clark_MA","Indirect",10629.0492354059,"Silver Bow County, MT (2024)","Impact"
"Lewis and Clark_MA","Induced",5988.24418782851,"Silver Bow County, MT (2024)","Impact"
"Madison","Indirect",118.529307512296,"Silver Bow County, MT (2024)","Impact"
"Madison","Induced",11.6959228631345,"Silver Bow County, MT (2024)","Impact"
"Missoula","Indirect",1046.32193527634,"Silver Bow County, MT (2024)","Impact"
"Missoula","Induced",180.676318668989,"Silver Bow County, MT (2024)","Impact"
"Missoula_MA","Indirect",22567.008645493,"Silver Bow County, MT (2024)","Impact"
"Missoula_MA","Induced",5016.49430540231,"Silver Bow County, MT (2024)","Impact"
"Park","Indirect",597.724692682341,"Silver Bow County, MT (2024)","Impact"
"Park","Induced",78.1792197330419,"Silver Bow County, MT (2024)","Impact"
"Park_MA","Indirect",14526.7869462959,"Silver Bow County, MT (2024)","Impact"
"Park_MA","Induced",4017.70147182559,"Silver Bow County, MT (2024)","Impact"
"Ravalli","Indirect",426.12668832078,"Silver Bow County, MT (2024)","Impact"
"Ravalli","Induced",53.69803121627,"Silver Bow County, MT (2024)","Impact"
"Ravalli_MA","Indirect",3472.82973530415,"Silver Bow County, MT (2024)","Impact"
"Ravalli_MA","Induced",563.163573189451,"Silver Bow County, MT (2024)","Impact"
"Rest of MT","Indirect",4226.72174120222,"Silver Bow County, MT (2024)","Impact"
"Rest of MT","Induced",2882.42613354752,"Silver Bow County, MT (2024)","Impact"
"Rest of MT_MA","Indirect",841.901223514193,"Silver Bow County, MT (2024)","Impact"
"Rest of MT_MA","Induced",779.228579674056,"Silver Bow County, MT (2024)","Impact"
"Silver Bow","Direct",93059.893911199,"Silver Bow County, MT (2024)","Impact"
"Silver Bow","Indirect",45146.1897077533,"Silver Bow County, MT (2024)","Impact"
"Silver Bow","Induced",18761.1995178702,"Silver Bow County, MT (2024)","Impact"
"Silver Bow_MA","Direct",18367423.0500865,"Silver Bow County, MT (2024)","Impact"
"Silver Bow_MA","Indirect",8914794.41056896,"Silver Bow County, MT (2024)","Impact"
"Silver Bow_MA","Induced",3705109.3947599,"Silver Bow County, MT (2024)","Impact"
"Beaverhead_MA","Indirect",5154.17713292112,"Yellowstone County, MT (2024)","Impact"
"Beaverhead_MA","Induced",1324.57521051676,"Yellowstone County, MT (2024)","Impact"
"Gallatin","Indirect",6746.94864102834,"Yellowstone County, MT (2024)","Impact"
"Gallatin","Induced",2025.41513345119,"Yellowstone County, MT (2024)","Impact"
"Gallatin_MA","Indirect",71673.9505889999,"Yellowstone County, MT (2024)","Impact"
"Gallatin_MA","Induced",21688.0027097668,"Yellowstone County, MT (2024)","Impact"
"Glacier","Indirect",2342.54352470706,"Yellowstone County, MT (2024)","Impact"
"Glacier","Induced",890.824188655576,"Yellowstone County, MT (2024)","Impact"
"Lewis and Clark","Induced",137.529159819091,"Yellowstone County, MT (2024)","Impact"
"Lewis and Clark_MA","Indirect",783.781128199305,"Yellowstone County, MT (2024)","Impact"
"Lewis and Clark_MA","Induced",2989.42969019674,"Yellowstone County, MT (2024)","Impact"
"Missoula","Indirect",356.393929063191,"Yellowstone County, MT (2024)","Impact"
"Missoula","Induced",1167.35183652456,"Yellowstone County, MT (2024)","Impact"
"Missoula_MA","Indirect",9242.84552979715,"Yellowstone County, MT (2024)","Impact"
"Missoula_MA","Induced",21218.4592732769,"Yellowstone County, MT (2024)","Impact"
"Park","Indirect",21437.0462370683,"Yellowstone County, MT (2024)","Impact"
"Park","Induced",5052.61975461578,"Yellowstone County, MT (2024)","Impact"
"Park_MA","Indirect",254241.888315175,"Yellowstone County, MT (2024)","Impact"
"Park_MA","Induced",61233.3257254755,"Yellowstone County, MT (2024)","Impact"
"Ravalli","Indirect",328.973917370629,"Yellowstone County, MT (2024)","Impact"
"Ravalli","Induced",17.7093675737528,"Yellowstone County, MT (2024)","Impact"
"Ravalli_MA","Indirect",2510.11631429126,"Yellowstone County, MT (2024)","Impact"
"Ravalli_MA","Induced",464.855704373021,"Yellowstone County, MT (2024)","Impact"
"Rest of MT","Indirect",20811.0504810169,"Yellowstone County, MT (2024)","Impact"
"Rest of MT","Induced",10416.5686374682,"Yellowstone County, MT (2024)","Impact"
"Rest of MT_MA","Indirect",5446.26639263858,"Yellowstone County, MT (2024)","Impact"
"Rest of MT_MA","Induced",2885.54008115893,"Yellowstone County, MT (2024)","Impact"
"Silver Bow_MA","Indirect",33224.6331766584,"Yellowstone County, MT (2024)","Impact"
"Silver Bow_MA","Induced",7652.0919803958,"Yellowstone County, MT (2024)","Impact"
"Yellowstone","Direct",73832.3942560599,"Yellowstone County, MT (2024)","Impact"
"Yellowstone","Indirect",36625.7407460411,"Yellowstone County, MT (2024)","Impact"
"Yellowstone","Induced",13993.7196456558,"Yellowstone County, MT (2024)","Impact"
"Cascade","Indirect",551.262897589192,"Glacier County, MT (2024)","Impact"
"Cascade","Induced",27.3886906461504,"Glacier County, MT (2024)","Impact"
"Cascade_MA","Indirect",269.627093012188,"Glacier County, MT (2024)","Impact"
"Cascade_MA","Induced",15.1630749250425,"Glacier County, MT (2024)","Impact"
"Gallatin_MA","Indirect",126.106380548274,"Glacier County, MT (2024)","Impact"
"Gallatin_MA","Induced",7.51674834253896,"Glacier County, MT (2024)","Impact"
"Glacier","Direct",748670.867305652,"Glacier County, MT (2024)","Impact"
"Glacier","Indirect",418465.53951929,"Glacier County, MT (2024)","Impact"
"Glacier","Induced",45637.5192635349,"Glacier County, MT (2024)","Impact"
"Lewis and Clark_MA","Indirect",750.072772798831,"Glacier County, MT (2024)","Impact"
"Lewis and Clark_MA","Induced",48.4376140429407,"Glacier County, MT (2024)","Impact"
"Missoula_MA","Indirect",182.038897513849,"Glacier County, MT (2024)","Impact"
"Missoula_MA","Induced",497.282752111967,"Glacier County, MT (2024)","Impact"
"Park_MA","Indirect",363.510442829961,"Glacier County, MT (2024)","Impact"
"Park_MA","Induced",16.7616891066197,"Glacier County, MT (2024)","Impact"
"Rest of MT","Indirect",2239.71745534264,"Glacier County, MT (2024)","Impact"
"Rest of MT","Induced",221.765407481555,"Glacier County, MT (2024)","Impact"
"Rest of MT_MA","Indirect",408.638227674568,"Glacier County, MT (2024)","Impact"
"Rest of MT_MA","Induced",18.9508983894267,"Glacier County, MT (2024)","Impact"
"Silver Bow_MA","Indirect",1001.49316578326,"Glacier County, MT (2024)","Impact"
"Silver Bow_MA","Induced",53.8223911997235,"Glacier County, MT (2024)","Impact"
"Cascade","Indirect",930.750214078944,"Missoula County, MT (2024)","Impact"
"Cascade","Induced",169.591041296859,"Missoula County, MT (2024)","Impact"
"Cascade_MA","Indirect",794.196566073429,"Missoula County, MT (2024)","Impact"
"Cascade_MA","Induced",144.709741236072,"Missoula County, MT (2024)","Impact"
